snomed_ref,snomed_descr
860914002,disfuncion erectil
863932003,fraccion de eyeccion de ventriculo izquierdo disminuida
863954001,cardiotoxicidad
865929003,infeccion causada por candida auris
865951006,colangiocarcinoma de conducto biliar perihiliar
866000008,absceso de piel y/o tejido subcutaneo causado por pelo encarnado
866179005,portador de clostridioides difficile
866242004,con mayor riesgo de neoplasia maligna de mama
866243009,con mayor riesgo de sindrome de predisposicion hereditaria a cancer
870333003,panuveitis causada por Mycobacterium tuberculosis
870368003,intolerancia ortostatica
870428003,enfermedad hepatica despues de operacion de Fontan
870431002,hemólisis tardía después de tratamiento con artesunato
870535009,disnea cronica
870575001,trastorno de auricula cardiaca
870733000,edema de cuerda vocal
870768000,esguince de ligamento de complejo carpiano cubital
871507000,reaccion adversa a piperacilina y/o tazobactam
871540009,mielofibrosis debida a policitemia vera y posterior a ella
871541008,mielofibrosis debida a trombocitemia esencial y posterior a ella
871586006,neumotorax debido a procedimiento y posterior a el
871587002,miocarditis debida enfermedad de Chagas
871588007,síndrome de compresión del tronco braquiocefálico
871646007,miocardiopatia infiltrante
871678004,reacción adversa a ácido hialurónico
871840004,episodio de depresion
871920005,reaccion alergica causada por picadura de insecto
874804000,contusion de cabeza y/o cuello
874912007,nodulo de la corteza suprarrenal
876792003,reaccion adversa a amoxicilina y/o acido clavulanico
876859003,estenosis de la rama descendente anterior de la arteria coronaria izquierda
878795009,sordera transitoria
878818001,faringoamigdalitis
878820003,rinoconjuntivitis
878822006,pancreatitis isquemica
878852003,fractura de rodilla
879910002,hallazgo de hueso de extremidad inferior
879963005,exacerbacion de bronquiectasia por infeccion
879967006,carga viral aumentada
879976004,lesion de hueso
880005004,perforacion de ventriculo derecho luego de procedimiento
880040003,miocardiopatia arritmogenica del ventriculo izquierdo
880042006,miocardiopatía dilatada por antracilina
880055007,riñón único funcional
880083009,lesion traumatica de musculo de pierna
880126001,trastorno del amnios
890094005,hemorragia genital
890529001,neoplasia maligna primaria de pulmon derecho
894122005,cuadrantopsia homonima superior izquierda
895224009,lesion superficial de piel del parpado
895491007,liquen escleroso de vulva
896690007,oclusion de rama circunfleja de arteria coronaria izquierda
897004000,varices esofagicas por cirrosis hepatica
897019004,profilaxis antiviral recomendada
897297005,seccion traumatica de tendon extensor de muñeca
897601009,lesion traumatica de cabeza y/o cuello
897656009,rinosinusitis
897657000,rinosinusitis cronica
926335004,ruptura de manguito rotador de hombro
1003502008,fractura traumatica de hueso
1003721002,gonalgia
1003722009,dolor de la region de rodilla
1003729000,trastorno fetal debido a preeclampsia materna
1003730005,trastorno neonatal debido a hipertension materna
1003755004,alergia a latex
1004000003,serratia marcescens o serratia ureilytica
1004081001,trastorno neonatal debido a enfermedad materna
1010213000,displasia congenita de cadera derecha
1010233001,otalgia izquierda
1010234007,otalgia derecha
1010235008,dolor de mama izquierda
1010236009,hipoacusia conductiva de oído derecho
1010237000,dolor de mama derecha
1010285004,trastorno neonatal debido a anomalia en la bioquimica sanguinea materna
1010287007,trastorno neonatal debido a enfermedad cardiovascular cronica materna
1010647007,sindrome vestibular agudo por trastorno vestibular episodico
1010668008,sindrome de Stickler tipo 1
1010673002,vertigo posicional paroxistico benigno del canal semicircular posterior
1052240009,paresia de cuerda vocal derecha
1052245004,agrandamiento de amígdala izquierda
1052246003,agrandamiento de amigdala derecha
1052298001,ruptura de tendon flexor de mano
1119216000,dolor en region lumbar derecha del dorso
1119281000,neurorretinitis subaguda unilateral difusa
1119303003,sindrome post-COVID-19 agudo
1119304009,síndrome post-covid-19 crónico
1119386008,perdida de la audicion neurosensorial de oido derecho
1119387004,perdida de la audicion neurosensorial de oido izquierdo
1137355002,nodulo tiroideo hiperplasico
1137412000,debilidad de músculo de extremidad inferior
1137447008,eritema de piel de parpado
1137693003,herpes simple de genitales masculinos
1141709008,no se evidencia trombosis venosa profunda
1141862008,dolor de músculo gemelo
1142045004,infeccion primaria por virus de la inmunodeficiencia humana
1142083003,anemia hemolitica del embarazo
1142109000,sospecha de enfermedad infecciosa neonatal
1142110005,bradicardia sinusal medicamentosa
1144643009,nódulo de lengua
1144748009,concentracion alterada
1144805008,poliangeitis microscopica
1144898001,miositis extraocular
1144912000,microangiopatia trombotica cronica
1144919009,enfermedad de Behcet ocular
1144961003,necrosis tubular aguda toxica
1144966008,encefalitis causada por virus del herpes simple tipo 1
1144973003,trastorno renal debido a lupus eritematoso sistemico
1145063009,quiste mandibular
1145155005,intoxicacion por plomo y/o derivado de plomo
1145238004,desplazamiento de disco intervertebral lumbar
1145240009,radiculitis debida a desplazamiento de disco intervertebral lumbar
1145402008,macrocefalia congenita
1145403003,macrocefalia
1148565009,mucocele de seno frontal
1148567001,intoxicacion causada por sedante
1148584007,trombosis venosa en el embarazo
1148733008,sobredosis de hierro y/o compuesto de hierro
1148757008,microcefalia
1148838007,funcion cardiaca normal
1148851002,linfoma folicular grado 3a
1148943004,retencion de placenta y membrana uterina
1149222004,sobredosis
1149224003,sobredosis intencional
1149322001,intoxicacion
1149333003,intoxicacion aguda por alcohol
1149334009,intoxicacion aguda
1149353004,intoxicacion inducida por sustancia psicoactiva
1149478001,bacteriemia causada por bacterias coliformes
1149479009,bacteriemia causada por Clostridium
1149480007,bacteriemia causada por Proteus
1149487005,bacteriemia causada por Pseudomonas
1149489008,bacteriemia causada por Enterococcus
1149492007,disbiosis intestinal
1153347002,linfoma no hodgkin maligno primario de tracto vitreorretiniano
1153369009,espondiloartritis axial con compromiso articular periferico
1153384000,neoplasia de estroma gastrointestinal de ileon
1153478004,fosfatasa alcalina serica por debajo del rango de referencia
1153575004,trastorno depresivo persistente
1153609000,lesion traumatica de dorso de tronco
1155717003,crisis no convulsiva
1155772001,intoxicacion causada por estimulante del sistema nervioso central
1155807002,reaccion adversa posterior a inyeccion de sustancia
1156031002,varices venosas en el embarazo
1156266006,compresion de medula espinal cervical
1156300000,neutropenia etnica benigna
1156411007,equimosis periorbitaria
1156420003,tumor desmoplasico de celulas redondas pequeñas
1156461003,gliosarcoma cerebral
1156474009,hemangioblastoma
1156475005,pie equinovaro congénito
1156538002,lesion traumatica de region de columna vertebral
1156746003,trombocitopenia inmune protrombotica inducida por vacuna
1156755000,intoxicacion causada por sustancia gaseosa
1157162007,linfoma intravascular de celulas b grandes
1157240004,intoxicacion por anfetamina y/o derivado de anfetamina
1157297002,examen ginecologico normal
1162486006,barotrauma
1162521000,fractura de dientes
1162567000,ileo paralitico posquirurgico
1162568005,emulsificacion posoperatoria de aceite de silicona en los ojos
1162577003,estenosis de intestino delgado
1162677006,artritis reumatoide con enfermedad pulmonar reumatoidea
1162760000,migracion de tubo de gastrostomia percutanea endoscopica
1162969009,dolor al movimiento ocular
1162974001,vasculopatia coroidea polipoide
1163109001,colitis por giardia lamblia
1163126007,colitis por shigella
1163143005,colitis causada por Campylobacter
1163181000,herida por golpe cortante
1163215007,lesion por presion
1163224003,lesion por presion grado 4
1163347004,"neoplasia de cavidad oral, labio y glandula salival"
1163387009,lesiones traumaticas multiples
1163479009,retinitis herpetica
1163483009,infeccion palpebral por herpes zoster
1172711009,alteracion transitoria de la consciencia
1172920006,proteina plasmatica por encima de rango de referencia
1173044000,tumefaccion de region clavicular
1174002000,cuerpo extraño en pared abdominal anterior
1176997000,infeccion cutanea causada por staphylococcus aureus resistente a la meticilina
1177084005,mielosupresión debida a quimioterapia
1177120001,sindrome de bronquiolitis obliterante por alotrasplante de celulas madre y posterior a el
1179406007,infeccion de vias urinarias por Pseudomonas aeruginosa
1179502006,hallazgo relacionado con el nivel de aminoacidos
1179627006,distres respiratorio neonatal
1184603003,incontinencia urinaria posoperatoria
1186639007,úlcera por presión en región lumbar
1186805005,neoplasia neuroendocrina de intestino delgado
1186861004,"neurodegeneracion asociada a pantotenato cinasa, forma clasica"
1187071008,colitis linfocitica
1187123005,leucemia aguda de fenotipo mixto
1187220002,trastorno causado por cocaina
1187379001,adenoma
1187508009,aortitis relacionada con inmunoglobulina g4
1187512003,hipoacusia neurosensorial mitocondrial no sindrómica
1187639002,epiteliopatia pigmentaria retiniana arrugada de Martinica
1193528006,trastorno perinatal de feto y/o neonato debido a anomalia de estructura amniotica
1196824005,lipoma de intestino grueso
1196883002,mesotelioma pleural maligno epitelioide primario
1196999009,masa en paladar
1197001006,masa en nalga
1197061008,trastorno perinatal debido a prolapso de cordón umbilical
1197158009,desprendimiento de placenta
1197180007,uveitis anterior recurrente
1197333008,verruga vulgar de parpado
1197596003,luxacion posterior cerrada de articulacion glenohumeral
1197600008,luxacion anterior cerrada de articulacion glenohumeral
1197703004,disfuncion de gastrostomia
1197713007,fistula colecistocolonica adquirida
1197734000,proctalgia crónica
1197782006,hipertermia
1204036002,trastorno posterior a interrupcion inducida de embarazo
1204122005,pericarditis efusivo-constrictiva
1204128009,ateroembolia de colesterol cerebral
1204158003,estenosis asintomatica de arteria carotida extracraneal
1204210003,inflamacion de valvula aortica
1204257002,masa en paladar duro
1204353000,infeccion de placa de fijacion osea
1204371007,quiste de coledoco
1204418008,paralisis congenita del cuarto nervio craneal
1204420006,osteomielitis cronica no bacteriana/osteomielitis cronica multifocal recurrente
1204433000,intoxicacion por detergente
1204447001,antecedente de carcinoma de estomago
1204463009,encefalopatia septica
1208829008,retinitis autoinmunitaria
1208832006,taquicardia mediada por marcapasos
1208908003,paralisis de nervio troclear adquirida
1208944008,trastorno neonatal temprano debido a desprendimiento de placenta
1208946005,trastorno neonatal temprano debido a hemorragia placentaria
1217068008,diabetes mellitus tipo 1 fulminante
1217110005,bendopnea
1217136003,crisis epileptica tonico-clonica
1217209006,crisis epileptica tonico-clonica de inicio generalizado
1217294009,opacidad pulmonar en vidrio deslustrado
1217301006,linfoma linfoblastico de celulas precursoras
1217634001,edema macular cistoide posterior a cirugia de cataratas
1220653008,hemorragia excesiva debida a interrupcion completa inducida de embarazo y posterior a ella
1220658004,sindrome de discontinuacion de ruxolitinib
1222665003,maculopatia media paracentral aguda
1230018005,sindrome corticobasal
1230025003,utero septado completo
1230072003,"abuso de anfetamina y/o derivado de anfetamina, continuo"
1230079007,abuso de hipnotico sin dependencia en remision
1230081009,abuso de hipnotico sin dependencia
1230088003,abuso de anfetamina y/o derivado de anfetamina sin dependencia
1230182004,isquemia aguda de extremidad inferior
1230394004,infeccion causada por Proteus mirabilis BLEE
1230397006,dermatosis purpurica pigmentada
1230414002,sindrome de neurotoxicidad asociado a celulas efectoras inmunitarias
1231151009,osteonecrosis de mandibula
1231191007,obesidad
1231262001,lesión perforante de globo ocular
1231331002,dependencia de psicoestimulante en remision
1231448006,desprendimiento vitreo posterior hemorragico agudo
1231499004,blefaritis por virus del herpes simple
1231569006,trastorno de polea orbitaria
1231593001,obstruccion de luz de via respiratoria causada por cuerpo extraño posterior a ingesta
1231624007,debilidad de tercer par craneal sin compromiso de pupila
1231640005,uveitis anterior aguda recurrente
1231691008,hemorragia vitrea debida a retinopatia diabetica proliferativa
1231722004,inflamacion palpebral
1231737000,"sindrome de epilepsia rolandica, distonia paroxistica inducida por ejercicio y calambre de escritor"
1231824009,esteatosis hepatica asociada a disfuncion metabolica
1231848000,lesion esofagica causada por alcali
1234750000,miocardiopatia alcoholica
1234783007,trastorno mental organico causado por etanol
1234822009,ductopenia idiopatica
1234836004,lesion traumatica penetrante causada por fragmento de vidrio
1236751004,lesion de medula espinal
1236804009,SAOS
1236951007,volumen placentario por encima de rango de referencia
1236987000,inflamacion de margen libre de parpado anterior
1237022003,con riesgo elevado de exposicion a poliovirus humano
1237025001,con riesgo elevado de exposicion a complejo mycobacterium tuberculosis
1237079005,fractura traumatica de maxilar
1237116009,ulcera venosa de extremidad inferior
1237117000,ulcera venosa de pierna
1237127006,taquicardia ventricular monomorfa sostenida
1237128001,taquicardia ventricular monomorfa no sostenida
1237130004,aterosclerosis de arteria de extremidad inferior derecha
1237133002,vena varicosa de pierna
1237194006,endotelitis corneal por herpes zoster
1237306007,artrofibrosis de rodilla
1237359009,polipo de endometrio
1237486008,palidez corporal generalizada anormal
1237532002,oclusion de vena de retina
1240413005,prurito de pezon
1251502009,retraccion de piel de mama
1252746001,subluxacion de articulacion radiocubital distal
1252758001,fractura de arco cigomatico
1254693002,ruptura traumatica de ligamento colateral de articulacion de dedo meñique
1254795002,sindrome de abstinencia de sustancias
1254812006,dependencia de hemodialisis
1254820008,inestabilidad de protesis de articulacion de rodilla
1254892005,lipedema de extremidad inferior
1255216009,posicion anomala de lente intraocular
1255244005,fractura no expuesta de multiples huesos metacarpianos
1255272003,fractura no expuesta de falange distal de multiples dedos de mano
1255280005,fractura de multiples huesos tarsianos
1255281009,fractura de multiples huesos metatarsianos
1255288003,herida abierta de multiples dedos de mano
1255341004,fractura conminuta no expuesta de falange de dedo de mano
1255410001,reaccion adversa causada por sustancia con estructura alcoholica
1255414005,fractura de multiples falanges de dedo de mano
1255522001,ruptura traumatica de tendon isquiotibial
1255620003,hidronefrosis obstructiva
1255627000,nefropatia postrasplante renal causada por poliomavirus BK
1255647008,carcinoma escamoso basaloide de laringe
1255669001,en riesgo de exposicion a entidad potencialmente perjudicial
1258880004,equimosis posterior a procedimiento quirurgico
1258933008,fistula arteriovenosa de arteria carotida y vena yugular interna
1258954001,dolor radicular lumbar
1258958003,cistitis bacteriana simple aguda
1258969000,esguince de ligamento de articulacion metacarpofalangica de pulgar
1258984009,sindrome de lesion poscardiaca
1259128002,enfermedad de Alzheimer con psicosis
1259196009,crisis epileptica de inicio no motor de inicio focal
1259384008,cistoadenocarcinoma papilar seroso primario de ovario
1259444003,carcinoma indiferenciado primario de seno nasal
1259495001,carcinoma adenoide quistico primario de paratiroides
1259537009,carcinoma primario de cuerda vocal
1259545004,extravasacion de liquido cefalorraquideo craneal
1260019009,carcinoma adenoide quistico de pulmon
1260042002,carcinoma adenoescamoso de pulmón
1260050006,colangiocarcinoma de conducto biliar intrahepatico
1260078007,lactancia materna
1260080001,carcinoma de celulas escamosas de seno maxilar
1260083004,carcinoma de celulas escamosas de seno piriforme
1260086007,carcinoma endometrioide de endometrio
1260093006,adenocarcinoma mixto de pulmón
1260127003,vasculitis granulomatosa
1260145003,dolor de hombro izquierdo
1260146002,dolor de hombro derecho
1260268001,sindrome mielodisplasico con escasos blastos
1260321008,cefalea debida a neoplasia intracraneal
1260354005,demencia frontotemporal debida a mutacion de gen C9orf72
1260467009,nevo melanocitico pigmentado congenito de gran tamaño
1263445009,cementoma gigantiforme familiar de mandibula
1263529005,meningioma benigno de fosa olfatoria
1263550001,infarto cerebral debido a migraña
1263573009,neuropatia autonomica nutricional
1263575002,cefalea numular
1263644001,sustancia en orina detectada por metodo de screening
1263688008,trastorno neonatal precoz debido a mala presentacion durante parto
1263694000,trastorno fetal debido a embarazo de trillizos
1263695004,trastorno neonatal precoz debido a embarazo de trillizos
1263697007,trastorno neonatal precoz debido a embarazo gemelar
1263723009,trastorno fetal debido a corioamnionitis
1263729008,trastorno fetal debido a ruptura prematura de membranas
1263742008,espondilólisis de región lumbosacra
1263935000,catarro comun
1264014005,dolor en musculo de hombro
1264015006,inflamacion de musculo de hombro
1264027009,dolor en musculo de brazo
1264028004,dolor en musculo de pierna
1264029007,inflamacion de musculo de pierna
1264034006,dolor en musculo de muslo
1264035007,dolor en musculo de pelvis
1264043002,erupcion de piel de pene
1264064003,perforacion adquirida de tabique nasal
1264086002,descamacion anormal de epitelio
1264089009,trastorno fetal causado por transferencia placentaria de agente medicinal
1264126002,absceso posoperatorio de pelvis femenina
1264206009,trastorno neonatal causado por consumo materno de tabaco
1264212004,hiperlipoproteinemia de lipoproteina (a)
1264218000,infeccion neonatal precoz causada por bacteria
1264269000,corioamnionitis bacteriana
1264386009,heridas abiertas multiples de extremidad inferior
1264396000,hemorragia excesiva debida a aborto y posterior a el
1264404009,miocardiopatia dilatada debida a esclerodermia
1264495000,carcinoma de mama metastasico
1264506008,hematoma posoperatorio de pelvis femenina
1264527003,osteolisis de hueso adyacente a protesis de articulacion de cadera
1268330004,fractura de hueso adyacente a protesis de articulacion de rodilla
1268348008,carcinoma microcitico primario de pulmon
1268383007,usuario de metilendioximetanfetamina
1268412007,ruptura de fascia plantar
1268493001,lesion traumatica de tejido periocular
1268599000,infección de herida debida a mordedura de perro
1268819009,tendinitis calcificante de región de rodilla
1268822006,infeccion asociada con protesis articular de cadera
1269068003,trastorno neonatal precoz debido a trastorno materno de trabajo de parto
1269103007,trastorno neonatal precoz debido a trastorno materno durante embarazo
1269177007,intoxicacion aguda por antidepresivo triciclico
1269348003,derrame pericardico debido a enfermedad neoplasica maligna
1269435001,trastorno fetal intraparto y/o neonatal temprano
1269447007,ulcera de piel de extremidad superior
1269462009,adenoma benigno de estomago
1269539009,sindrome de abstinencia de antidepresivo
1269553009,con mayor riesgo de trastorno perinatal
1269562006,con mayor riesgo de trastorno posparto
1275615004,rotura de retina
1275616003,lesion de retina
1279518001,ausentismo escolar
1279614008,herida cortante de piel de dedo indice
1279684002,luxación de articulación de pulgar
1279693001,luxacion de articulacion de dedo meñique
1279700001,luxacion de articulacion de dedo indice de mano
1279881008,fractura cerrada de metáfisis de radio distal
1279934006,maltrato psicologico infantil
1281810006,sindrome de Horner
1285122000,dolor agravado por deambulacion
1285475006,neovascularizacion de ojo
1285513008,agujero macular lamelar
1285540008,neovasculopatia paquicoroidea
1285555004,coriorretinopatia hemorragica exudativa periferica
1285576009,rinosinusitis cronica con polipos nasales multiples
1285588006,epiteliopatía pigmentaria paquicoroidea
1285599008,hematoma de region de ojo
1285603008,hematoma de antebrazo
1285606000,hematoma de mano
1285612005,hematoma de gluteo
1285618009,hematoma de hombro
1285619001,hematoma de región de codo
1285620007,hematoma de extremidad superior
1285630003,hematoma de pie
1285641001,orquiepididimitis aguda
1285721004,fractura de cúbito derecho
1285724007,fractura de extremo distal de radio izquierdo
1286863002,neoplasia maligna metastasica de ciego y/o colon y/o recto
1286877004,neoplasia maligna
1287058006,artrosis secundaria de articulacion de rodilla
1287063005,hemorragia intraventricular no traumática grado 2 durante período neonatal
1287345003,infeccion de orofaringe causada por candida
1287505008,abrasion de piel de tronco
1287536000,abrasión de piel de cara
1287615008,crisis epileptica solo electrografica de inicio focal neonatal
1287638006,mastitis posparto
1288045008,tumor neuroendocrino bien diferenciado
1290026000,asma no controlado
1290093003,sindrome VEXAS
1290143004,antecedente de muerte perinatal en embarazo anterior
1290209002,antecedente de abortos espontaneos recurrentes en embarazos anteriores
1290210007,antecedente de multiples abortos espontaneos en embarazos anteriores
1290249005,quiste popliteo
1290334000,ruptura de quiste sinovial poplíteo
1290488009,trastorno de tendon de region de rodilla
1290770000,sindrome de estres de tibia medial
1290800009,quiste sinovial de pie
1290852005,fibrosarcoma
1290885002,luxacion de hueso semilunar
1290940002,elastofibroma
1292974007,fractura de rama de pubis
1293131004,angiomiolipoma
1293198008,insuficiencia renal aguda posrenal
1295214000,ictericia neonatal debida a conjugacion tardia de bilirrubina posterior a parto pretermino
1295232000,angiodisplasia de tracto gastrointestinal
1295265008,tumor tenosinovial de celulas gigantes difuso
1295507001,hipertension ocular de ojo derecho debida a uveitis
1295508006,hipertension ocular de ojo izquierdo debida a uveitis
1296526000,degeneracion macular disciforme
1296659009,exacerbacion aguda de insuficiencia cardiaca cronica
1296685008,nausea y vomito durante embarazo
1296758008,poliuria relacionada con vasopresina
1296783008,rasgo alfa-triptasemia hereditaria detectado
1296843006,crisis glaucomatociclitica de ojo derecho
1296845004,edema de prepucio de pene
1297128004,antecedente de trastorno por consumo de alcohol
1297194009,antecedente de trastorno por consumo de sustancia
1297243009,trastorno de tendon de extremidad inferior
1303378005,fractura ósea de fémur derecho
1303380004,fractura de clavicula izquierda
1303381000,fractura de clavicula derecha
1303382007,fractura de olecranon izquierdo
1303383002,fractura de olécranon derecho
1303385009,fractura osea de tobillo derecho
1303386005,fractura osea de articulacion de tobillo izquierdo
1303388006,fractura osea de hombro derecho
1303393009,fractura ósea de codo derecho
1303395002,fractura osea de muñeca derecha
1303589004,feto muy activo
1303804001,artritis de articulacion de mano
1303872001,secuencia de anemia y policitemia en fetos gemelares
1306291002,neoplasia maligna primaria de mama derecha
1306292009,neoplasia maligna primaria de mama izquierda
1306516009,carcinoma lobulillar primario de mama izquierda
1306517000,carcinoma lobulillar primario de mama derecha
1306575001,carcinoma ductal infiltrante de mama izquierda
1306576000,carcinoma ductal infiltrante de mama derecha
1306692000,patron de uso nocivo de sustancia
1306693005,episodio de uso nocivo de sustancia
1306765002,desprendimiento de retina de ojo derecho
1306766001,desprendimiento de retina de ojo izquierdo
1331894003,glaucoma neovascular de ángulo cerrado de ojo izquierdo
1332020002,osteolisis de femur derecho
1332082008,se identifica como persona transgénero femenino
1332198004,lesión de nervio femoral
1332477005,úlcera traumática de piel de extremidad inferior
1335829006,proctitis causada por mycoplasma genitalium
1335953004,patrón de uso nocivo de hipnótico
1336064007,episodio de uso nocivo de ketamina
1336085007,trastorno por uso de alcohol
1339068009,fractura de falange de quinto dedo de pie
1340051004,tumor glomico benigno de oido
1340052006,tumor glomico benigno
1340188003,cervicitis infecciosa
1342431003,luxacion de articulacion de dedo de mano
1343588005,ulcera neuropatica de pie
1344613009,eventracion recurrente
1344633008,trastorno posterior a procedimiento de injerto
1344841005,diseccion de aorta descendente tipo B de Stanford
1344898003,artritis traumática
1344922008,patron de uso nocivo de ketamina
1344950008,trastorno de ansiedad en el embarazo
1344951007,ansiedad en el embarazo
1345088003,dependencia de corticoesteroide en uso terapéutico
1345130001,alimento aspirado en tracto respiratorio
1345157004,dependencia fisiológica de sustancia en el uso terapéutico
1345172000,lesión subepitelial de tracto gastrointestinal
1348211007,patron de uso nocivo de sustancia sin dependencia
1348218001,patrón perjudicial de uso de sustancias mixtas sin dependencia en remisión
1351859001,sindrome post-cuidados intensivos
1354607008,fractura de falange proximal de meñique
1354630002,fractura de quinto hueso metatarsiano
1354648006,síndrome de mayer rokitansky küster hauser
1354720002,fractura de cuarta costilla
1362036008,proteína en líquido cefalorraquídeo por encima del rango de referencia
1363185006,demencia debida a enfermedad de cuerpos de Lewy
1363234009,quiste de cerebro
1363478003,altura corporal por debajo del rango de referencia
1363512008,troponina por encima del rango de referencia
1363605005,tendinitis de antebrazo
1363606006,tendinitis de codo
111000119104,miocardiopatia congestiva no isquemica
141000119100,somnolencia diurna
171000119107,"obesidad materna que complica el embarazo, el parto y el puerperio, preparto"
311000119101,rinitis de etiologia no alergica
321000161101,herida abierta de piel
371000119109,estenosis de agujeros intervertebrales
461000122105,infeccion bacteriana por pseudomona multirresistente
481000119104,distension de musculo isquiotibial
491000119101,bacteriemia causada por bacterias grampositivas
491000122104,dificultad de comunicación por barrera idiomática
501000119108,bacteriemia causada por bacterias gramnegativas
601000122106,paciente con protesis articular
831000119103,cirrosis hepatica debida a hepatitis C cronica
871000119100,lesion de cuero cabelludo
931000119107,dependencia de oxigeno suplementario
1031000119109,atencion prenatal insuficiente
1041000119100,problema de relación entre cónyuges
1071000119107,lesion bucal
1101000119103,apnea obstructiva del sueño del adulto
1121000119107,cervicalgia cronica
1131000119105,secuela de ictus
1171000119108,hernia inguinal recurrente
1201000119107,antecedente de infeccion de la via urinaria
1331000119107,antecedente de implantes mamarios bilaterales
1421000119104,antecedente familiar de cáncer colorrectal
1431000119101,contacto con paciente tuberculoso
1481000119100,diabetes mellitus tipo 2 sin retinopatia
1591000119103,demencia con trastorno del comportamiento
1601000119105,deshidratacion moderada
1701000119104,adenocarcinoma primario de colon
1771000119109,artritis de muñeca
1781000119107,esguince de tobillo de segundo grado
1791000119105,esguince de tobillo de primer grado
2301000119106,antecedente familiar de neoplasia maligna de ovario en familiar de primer grado
2501000122100,nauseas y vomitos relacionados con el embarazo
2831000119107,aneurisma de aorta toracica descendente
3331000119108,distonia laringea
3401000122106,aciduria organica
3731000119107,hipersomnia idiopatica
3751000119101,hipertrofia labios vulvares
4181000119109,pielonefritis obstructiva
4911000119101,ulcera antral
5891000119102,diarrea por Clostridium difficile
6011000119108,artritis transitoria
6071000119100,alergia del tracto respiratorio superior
6181000122104,fenotipo tipo A: EPOC no agudizadora con enfisema o bronquitis cronica
6261000119104,interrupción inducida del embarazo en el segundo trimestre
7111000119109,"hepatitis viral, tipo E"
7361000119105,perforacion de membrana timpanica debida a otitis media
7361000175106,insuficiencia respiratoria hipercapnica cronica reagudizada
7761000119106,trastorno psicotico causado por anfetaminas
9111000119104,problema musculoesqueletico en el embarazo
9121000119106,dolor lumbar en el embarazo
9541000119105,adenocarcinoma primario de vesicula biliar
9611000119107,estenosis de arteria carotida sintomatica
9631000119102,hipersensibilidad de seno carotideo
10231000132102,embarazo por fertilizacion in vitro
10491000119106,complicacion de colostomia
10701000087104,arritmia durante cirugia
10901000087102,hipotension durante procedimiento quirurgico
11131000119108,anomalia ocular
11301000119103,anomalia maxilar
11581000122102,dorsalgia por traumatismo
12071000119102,espondilolisis adquirida de columna vertebral lumbar
12281000132104,leucemia mieloide aguda recidivante
12301000132103,recaida de leucemia linfoide aguda
12391000132109,infeccion fungica invasiva
13041000122102,shock anafilactico por crustaceos
13271000122104,accidente cerebrovascular agudo
13281000122101,accidente cerebrovascular transitorio
13341000122100,deshabituacion tabaquica
13391000122107,victima de violencia de genero
13841000119107,derrame pleural exudativo
13961000119104,antecedente familiar de pie equino varo
16181000119104,seroma infectado debido a procedimiento y posterior a el
16271000119108,pielonefritis en el embarazo
17531000119105,infarto agudo de miocardio debido a oclusion de arteria coronaria izquierda
17751000122109,alergia a los medios de contraste yodados
18311000119109,hijo de madre diabetica
19981000122108,alergia a gadolinio y sus derivados
21631000119105,isquemia de miembro
22281000119101,embarazo postermino de 40 a 42 semanas
22621000119103,trastorno de ansiedad causado por farmaco
22671000122100,paciente sometido a un trasplante renal
23431000122108,alergia al anisakis
23481000122109,eritema generalizado
23561000122100,intolerancia a agente antinflamatorio no esteroideo
24011000122108,alergia a betalactamicos
24411000119104,tumefaccion de triangulo submandibular
26461000122107,catarata con glaucoma
27091000119107,trastorno de la via lagrimal
28241000119109,ecografia fetal anormal
29341000175107,lesion traumatica por presion de region sacra de espalda grado 2
29361000175106,lesión traumática por presión de región sacra de espalda grado 4
29731000119103,hemorragia intestinal debida a angiodisplasia de intestino
29951000119107,hemiparesia ataxica
30011000122103,afasia progresiva primaria
30041000119101,sintomas del tracto urinario inferior debidos a hipertrofia prostatica benigna
31031000119102,desacondicionamiento fisico
31351000119105,reserva ovarica disminuida
31421000122109,paciente pluripatologico
31441000122104,paciente cronico complejo
31461000122100,paciente anticoagulado
31481000122108,paciente con riñon trasplantado
31571000122109,paciente con pancreas trasplantado
31801000146106,enfermedad materna preexistente que complica el embarazo
32581000119101,hiperestimulación ovárica leve a moderada
32801000119106,enfermedad infecciosa en la madre que complica el nacimiento
32851000122107,alto riesgo de cromosomopatia
32861000122109,riesgo intermedio de cromosomopatia
32941000119104,ingestion de sustancia toxica
33431000119109,lesion de orofaringe
33481000122107,hemorragia del primer trimestre de gestacion
33501000122104,fiebre a la vuelta de viaje a regiones tropicales
33511000122101,sindrome coronario agudo sin elevacion del segmento S-T [SCASEST]
33521000122107,sindrome coronario agudo con elevacion del segmento s-t [scacest]
33581000122106,epistaxis recurrente
33591000122109,periartritis de articulacion escapulohumeral
33701000122108,hiperfenilalaninemia leve sin fenilcetonuria
33791000087105,se identifica como genero no binario
33791000122103,infeccion causada por Stenotrophomonas
33891000122107,reumatismo palindromico
34051000122107,cavernoma de la vena porta
34081000122101,hemoptisis masiva
34131000146109,lesiones traumaticas multiples de extremidad inferior
34181000122100,consumo de antidepresivo en la gestacion
34291000122109,insuficiencia suprarrenal cronica
34541000087107,multiples heridas abiertas
34601000122101,displasia renal multiquistica de riñon izquierdo
34611000122103,paralisis de nervio radial
