drug_ref,drug_descr,atc_ref,atc_descr
82195752569CD736E1000000AC10015A,"VACUNA ANTIHEPATITIS B, 20 MCG JER PREC",J07BC01,"Hepatitis B, antigeno purificado de"
F5F3595BEE9D50E1E1000000AC16013E,"VACUNA ANTIHEPATITIS B, 40 MCG VIAL (HBVAPRO)",J07BC01,"Hepatitis B, antigeno purificado de"
2211645C2909494AE1000000AC16013E,"VACUNA ANTIMENINGOCOCO B (BEXSERO), 0.5 ML JER (NEO)",J07AH09,"Meningococo B, vacuna multicomponente"
38C3FB5B46C7D0C8E1000000AC1601AB,"VACUNA ANTIMENINGOCOCO C (NEIS VAC-C), 0.5 ML JER (NEO)",J07AH07,"Meningococo C, antigenos conjugado de polisacaridos purificados"
6AC0FB5BBAD51BA5E1000000AC1601AB,"VACUNA ANTINEUMOCOCICA 13-VALENTE (PREVENAR), 0,5 ML JER (NEO)",J07AL02,"Neumococo, antigenos conjugado constituido por polisacaridos purificados"
427D645C780AAACBE1000000AC16013E,"VACUNA ANTIRROTAVIRUS (ROTARIX), TUBO DOSIFICADOR ORAL 1.5 ML (NEO)",J07BH01,"Rotavirus, virus vivo atenuado"
8BC0A355D9485261E1000000AC10015A,"VACUNA ANTISARAMPIONOSA, ANTIPAROTIDITIS URLIANA Y ANTIRRUBEOLICA",J07BD52,"Sarampion, virus vivo atenuado combinado con la vacuna contra la parotiditis y la rubeola"
A28AEE5D7E49F317E1000000AC160194,vacuna antitifoidal,J07AP01,"Tifoidea, viva atenuada, oral"
272CA2559FE3097CE1000000AC10015A,VACUNA ANTITIFOIDEA,J07AP03,"Tifoidea, antigeno constituido por polisacarido purificado"
706C95572E5D8B17E1000000AC100159,vacuna antitifoidea,J07AP01,"Tifoidea, viva atenuada, oral"
AB825C468000801EE1000000AC100155,"VACUNA ANTIVARICELA, 1350 UI VIAL JER PREC",J07BK01,"Varicela, virus vivo atenuado"
1D439F5547FC5261E1000000AC10015A,VACUNA CONTRA EL COLERA,J07AE01,"Colera, celula entera inactivada"
6C56C35AEF4608A8E1000000AC1601AE,VACUNA CONTRA EL COLERA,J07AE01,"Colera, celula entera inactivada"
D1D7A2559161E937E1000000AC10015A,VACUNA CONTRA HEPATITIS A Y B,J07BC20,Combinaciones
290E0E5BE38FC51DE1000000AC160194,vacuna contra la gripe,J07BB02,"Influenza, antigeno purificado"
F434A2559FE3097CE1000000AC10015A,VACUNA CONTRA LA GRIPE,J07BB02,"Influenza, antigeno purificado"
89DD005A436ACE32E1000000AC16019D,vacuna contra rotavirus,J07BH01,"Rotavirus, virus vivo atenuado"
DC36984FE077CF40E1000000AC100159,VACUNA DIFTERIA TETANOS PERTUSSIS,J07A,VACUNAS ANTIBACTERIANAS
80775C468000801EE1000000AC100155,"VACUNA DIFTERICO TETANICA, 0,5 ML JER PRECARGADA",J07AJ52,"Pertussis, antigeno purificado, combinacion con toxoides"
7297245D487A312CE1000000AC160194,"VACUNA DTPA (Difteria, Tetanos, Tosferina)",J07A,VACUNAS ANTIBACTERIANAS
F754FB5B5FD38295E1000000AC1601AB,"VACUNA HEXAVALENTE (VAXELIS), 0.5 ML JER (NEO)",J07CA09,Difteria-Haemophilus influenzae B- pertussis-poliomielitis- tetanos-hepatitis B
B8626F498E3E0630E1000000AC100154,"VACUNA TRIPLE VIRICA(PAROT/RUBEOLA/SARAMP) VIAL 0,5 ML",,
DB4DCC629B074ADDE1000000AC160194,VAGIRUX 10MCG 18 COMPRIMIDOS VAGINALES,G03CA03,Estradiol
07BEA15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
1B1DA15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
251DA15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
3B0BA15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
431DA15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
53479858C369BB44E1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
5B0BA15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
5D479858C369BB44E1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
650BA15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
69E6A15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
770BA15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
810BA15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
85F5A15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
86FBA15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
8B0BA15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
96759F5547FC5261E1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
98C1A15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
A0759F5547FC5261E1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
A0A7A2559161E937E1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
A51FA15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
AAA7A2559161E937E1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
ABF5A15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
AF1FA15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
B91FA15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
BEF7945760E2C03CE1000000AC100159,VALACICLOVIR,J05AB11,Valaciclovir
C5ADA15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
CFADA15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
FDBDA15577DAFF1BE1000000AC10015A,VALACICLOVIR,J05AB11,Valaciclovir
38455B466A54183FE1000000AC100155,"VALACICLOVIR, 1000 MG COMP",J05AB11,Valaciclovir
5E4E5B466A54183FE1000000AC100155,"VALACICLOVIR, 1000 MG COMP",J05AB11,Valaciclovir
67CC9B4991DBE03AE1000000AC100156,"VALACICLOVIR, 1000 MG COMP",J05AB11,Valaciclovir
AA7E8E506B62687AE1000000AC10014C,"VALACICLOVIR, 1000 MG COMP",J05AB11,Valaciclovir
F3E88E50635C6D44E1000000AC10014C,"VALACICLOVIR, 1000 MG COMP",J05AB11,Valaciclovir
08FF8E50635C6D44E1000000AC10014C,"VALACICLOVIR, 1000 MG COMP RECUB",J05AB11,Valaciclovir
B46E285287710A49E1000000AC100158,"VALACICLOVIR, 1000 MG COMP RECUB",J05AB11,Valaciclovir
04455B466A54183FE1000000AC100155,"VALACICLOVIR, 500 MG COMP",J05AB11,Valaciclovir
0579124EF0B8517CE1000000AC10014C,"VALACICLOVIR, 500 MG COMP",A06AB06,Glicosidos de sena
0D755C461C27EF6FE1000000AC100155,"VALACICLOVIR, 500 MG COMP",J05AB11,Valaciclovir
264D5B466A54183FE1000000AC100155,"VALACICLOVIR, 500 MG COMP",J05AB11,Valaciclovir
284A5B466A54183FE1000000AC100155,"VALACICLOVIR, 500 MG COMP",J05AB11,Valaciclovir
8E4D5B466A54183FE1000000AC100155,"VALACICLOVIR, 500 MG COMP",J05AB11,Valaciclovir
904A5B466A54183FE1000000AC100155,"VALACICLOVIR, 500 MG COMP",J05AB11,Valaciclovir
ABCC9B4991DBE03AE1000000AC100156,"VALACICLOVIR, 500 MG COMP",J05AB11,Valaciclovir
B2DA85509E26FA03E1000000AC100158,"VALACICLOVIR, 500 MG COMP",J05AB11,Valaciclovir
D0445B466A54183FE1000000AC100155,"VALACICLOVIR, 500 MG COMP",J05AB11,Valaciclovir
E7E88E50635C6D44E1000000AC10014C,"VALACICLOVIR, 500 MG COMP",J05AB11,Valaciclovir
FB78124EF0B8517CE1000000AC10014C,"VALACICLOVIR, 500 MG COMP",A06AB06,Glicosidos de sena
16F18A503A50FA03E1000000AC100158,"VALACICLOVIR, 500 MG COMP RECUB",J05AB11,Valaciclovir
97385F61C222402DE1000000AC1601AE,VALDOXAN 25MG 28 COMPRIMIDOS RECUBIERTOS CON PELICULA,N06AX22,Agomelatina
04A5A355D9485261E1000000AC10015A,VALERIANA OFFICINALIS,N05CM09,Valerianae radix
13D79858A9691743E1000000AC10015A,VALERIANA OFFICINALIS,N05CM09,Valerianae radix
5A8AEE5D7E49F317E1000000AC160194,Valeriana officinalis,N05CM09,Valerianae radix
668AEE5D7E49F317E1000000AC160194,Valeriana officinalis,N05CM09,Valerianae radix
6A8E9F5A6BE6A024E1000000AC16013F,Valeriana officinalis,N05CM09,Valerianae radix
76689E5AE5CB3F74E1000000AC16013F,Valeriana officinalis,N05CM09,Valerianae radix
C9CCA355D9485261E1000000AC10015A,VALERIANA OFFICINALIS,N05CM09,Valerianae radix
CFC5A3553E3AFE5EE1000000AC10015A,VALERIANA OFFICINALIS,N05CM09,Valerianae radix
923F5B466A54183FE1000000AC100155,"VALERIANA, 100 MG/1 ML GOT FRA 30 ML",N05CM09,Valerianae radix
0C9498588E62AF18E1000000AC10015A,VALGANCICLOVIR,J05AB14,Valganciclovir
185C0E5BB5810FA2E1000000AC160194,valganciclovir,J05AB14,Valganciclovir
32C19757D169862BE1000000AC10015A,VALGANCICLOVIR,J05AB14,Valganciclovir
7B179858E2734F20E1000000AC10015A,VALGANCICLOVIR,J05AB14,Valganciclovir
95C3A35551047E7DE1000000AC10015A,VALGANCICLOVIR,J05AB14,Valganciclovir
9AC09757D169862BE1000000AC10015A,VALGANCICLOVIR,J05AB14,Valganciclovir
C3E39858E88F580FE1000000AC10015A,VALGANCICLOVIR,J05AB14,Valganciclovir
BADB7E4CA5149838E1000000AC10014C,"VALGANCICLOVIR, 250 MG/5 ML SOL ORAL EXT",J05AB14,Valganciclovir
BFD5904B6DC9562DE1000000AC10014C,"VALGANCICLOVIR, 250 MG/5 ML SOLUCION FRA 100 ML",J05AB14,Valganciclovir
80795C468000801EE1000000AC100155,"VALGANCICLOVIR, 450 MG COMP",J05AB14,Valganciclovir
993B5C464128183FE1000000AC100155,"VALGANCICLOVIR, 450 MG COMP",J05AB14,Valganciclovir
A10D6A5CD57A194EE1000000AC16013E,"VALPROICO ACIDO 400 MG VIAL, (NEO)",N03AG01,Acido valproico
9F685C461C27EF6FE1000000AC100155,"VALPROICO ACIDO CRONO, 300 MG COMP RECUB",N03AG01,Acido valproico
B317E84E4FA7A663E1000000AC10014C,"VALPROICO ACIDO CRONO, 300 MG COMP RECUB",N03AG01,Acido valproico
5A8469468AA14C38E1000000AC100152,"VALPROICO ACIDO CRONO, 500 MG COMP RECUB",N03AG01,Acido valproico
C7865C468000801EE1000000AC100155,"VALPROICO ACIDO, 200 MG/ML SOL ORAL FRA 40 ML",N03AG01,Acido valproico
0F1E5B466A54183FE1000000AC100155,"VALPROICO, ÁCIDO, 200 MG COMP",N03AG01,Acido valproico
38795C468000801EE1000000AC100155,"VALPROICO, ÁCIDO, 200 MG COMP",N03AG01,Acido valproico
39CF5B4692DF7E1EE1000000AC100155,"VALPROICO, ÁCIDO, 200 MG COMP",N03AG01,Acido valproico
F1CE5B4692DF7E1EE1000000AC100155,"VALPROICO, ÁCIDO, 200 MG COMP",N03AG01,Acido valproico
81CF5B4692DF7E1EE1000000AC100155,"VALPROICO, ÁCIDO, 200 MG/1 ML SOL ORAL FRA 60 ML",N03AG01,Acido valproico
8C4E5B466A54183FE1000000AC100155,"VALPROICO, ÁCIDO, 300 MG CAPS LIB MODIF",N03AG01,Acido valproico
90485B466A54183FE1000000AC100155,"VALPROICO, ÁCIDO, 400 MG VIAL",N03AG01,Acido valproico
93CC9B4991DBE03AE1000000AC100156,"VALPROICO, ÁCIDO, 400 MG VIAL",N03AG01,Acido valproico
F76A5C461C27EF6FE1000000AC100155,"VALPROICO, ÁCIDO, 400 MG VIAL",N03AG01,Acido valproico
61CE5B4692DF7E1EE1000000AC100155,"VALPROICO, ÁCIDO, 500 MG COMP",N03AG01,Acido valproico
9E7B5C468000801EE1000000AC100155,"VALPROICO, ÁCIDO, 500 MG COMP",N03AG01,Acido valproico
A9CE5B4692DF7E1EE1000000AC100155,"VALPROICO, ÁCIDO, 500 MG COMP",N03AG01,Acido valproico
B03C5B466A54183FE1000000AC100155,"VALPROICO, ÁCIDO, 500 MG COMP",N03AG01,Acido valproico
6376E84ECB8C8A15E1000000AC10014C,"VALPROICO, ÁCIDO, COMP RECUB 300 MG",N03AG01,Acido valproico
7C3C5B466A54183FE1000000AC100155,"VALPROICO, ÁCIDO, COMP RECUB 300 MG",N03AG01,Acido valproico
DDD0A355D9485261E1000000AC10015A,VALPROMIDA,N03AG02,Valpromida
223C5B466A54183FE1000000AC100155,"VALPROMIDA, 300 MG COMP",N03AG02,Valpromida
947A5C468000801EE1000000AC100155,"VALPROMIDA, 300 MG COMP",N03AG02,Valpromida
0115A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
03E9A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
05ADA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
05B8A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
05E2A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
05F5A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
0714A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
0AE2BD5BDB5415A1E1000000AC16019D,valsartán,C09CA03,Valsartan
0B15A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
0FB8A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
141EA2559FE3097CE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
1515A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
17E2BD5BDB5415A1E1000000AC16019D,valsartán,C09CA03,Valsartan
19F5A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
1ACDA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
1D14A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
1DF2A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
1E1CA2559FE3097CE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
1F15A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
1F7F9F5547FC5261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
20CAA355D9485261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
23F5A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
24CDA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
25F0A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
27E398582C689B5FE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
27F2A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
297F9F5547FC5261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
2DF5A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
2ECDA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
2F549F5547FC5261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
31E398582C689B5FE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
31F2A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
337F9F5547FC5261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
357E6359CB665AF3E1000000AC1601AB,valsartan,C09CA03,Valsartan
3BF2A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
3DBFA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
401DA2559FE3097CE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
41EBA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
427E6359CB665AF3E1000000AC1601AB,valsartan,C09CA03,Valsartan
47BFA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
48CDA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
4BEBA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
4CD66359E65EAB4CE1000000AC1601AB,valsartan,C09CA03,Valsartan
4D2D0E5B82906920E1000000AC160194,valsartan,C09CA03,Valsartan
4EA7A355D9485261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
510BA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
51BFA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
52609F5547FC5261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
54D3A35551047E7DE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
58A7A355D9485261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
58D66359E65EAB4CE1000000AC1601AB,valsartan,C09CA03,Valsartan
5D03A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
5E92A355D9485261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
62A7A355D9485261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
67E9A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
6892A355D9485261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
71AFA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
71E9A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
7903A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
7BE9A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
7DB7A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
80689E5AE5CB3F74E1000000AC16013F,valsartan,C09CA03,Valsartan
8303A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
8A1DA2559FE3097CE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
8C689E5AE5CB3F74E1000000AC16013F,valsartan,C09CA03,Valsartan
93ECA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
9704A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
98689E5AE5CB3F74E1000000AC16013F,valsartan,C09CA03,Valsartan
9CC9A355D9485261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
9DECA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
A104A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
A1BFA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
A3E9A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
ABBFA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
ADE9A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
B1A3A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
B3AFA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
B504A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
B5BFA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
B8C6A355D9485261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
B92EA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
BBA3A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
BBF7A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
BDAFA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
BF7C9F5547FC5261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
C5A3A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
C5F7A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
C97C9F5547FC5261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
CDE1A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
CEA5A355D9485261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
D37C9F5547FC5261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
D6D3A35551047E7DE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
D7E1A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
D7EFA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
D8A5A355D9485261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
DACAA3553E3AFE5EE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
DD7C9F5547FC5261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
E2A5A355D9485261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
E4CAA3553E3AFE5EE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
E5C3A355D9485261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
E77C9F5547FC5261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
E8C6A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
ED649F5547FC5261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
F17C9F5547FC5261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
F232A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
F2C6A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
F2E1BD5BDB5415A1E1000000AC16019D,valsartán,C09CA03,Valsartan
F7C3A355D9485261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
FBACA15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
FBB7A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
FBF4A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
FD13A15577DAFF1BE1000000AC10015A,VALSARTAN,C09CA03,Valsartan
FEE1BD5BDB5415A1E1000000AC16019D,valsartán,C09CA03,Valsartan
FFC3A355D9485261E1000000AC10015A,VALSARTAN,C09CA03,Valsartan
DF89EE5D5E43871AE1000000AC160194,valsartan + amlodipina,C09DB01,Valsartan y Amlodipino
ED89EE5D5E43871AE1000000AC160194,valsartan + amlodipina,C09DB01,Valsartan y Amlodipino
2A9C4E5B24DFAE87E1000000AC16019D,valsartán + amlodipino,C09DB01,Valsartan y Amlodipino
369C4E5B24DFAE87E1000000AC16019D,valsartán + amlodipino,C09DB01,Valsartan y Amlodipino
E677575B681678FCE1000000AC1601AB,valsartán + amlodipino,C09DB01,Valsartan y Amlodipino
F277575B681678FCE1000000AC1601AB,valsartán + amlodipino,C09DB01,Valsartan y Amlodipino
8939BD5BB5E1CB08E1000000AC16019D,valsartán + hidroclorotiazida,C09DA03,Valsartan y diureticos
C0E2BD5BDB5415A1E1000000AC16019D,valsartán + hidroclorotiazida,C09DA03,Valsartan y diureticos
CCE2BD5BDB5415A1E1000000AC16019D,valsartán + hidroclorotiazida,C09DA03,Valsartan y diureticos
D8E2BD5BDB5415A1E1000000AC16019D,valsartán + hidroclorotiazida,C09DA03,Valsartan y diureticos
E4E2BD5BDB5415A1E1000000AC16019D,valsartán + hidroclorotiazida,C09DA03,Valsartan y diureticos
4D100C5FA75D3C9AE1000000AC160194,VALSARTAN TEVA 160MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,C09CA03,Valsartan
0078EE5DEC4B8431E1000000AC160194,valsartan+amlodipina+hidroclorotiazida,C09DX01,"Valsartan, amlodipino e hidroclorotiazida"
30F6EE5DD55B443AE1000000AC160194,valsartan+amlodipina+hidroclorotiazida,C09DX01,"Valsartan, amlodipino e hidroclorotiazida"
578BEE5D7E49F317E1000000AC160194,valsartan+amlodipina+hidroclorotiazida,C09DX01,"Valsartan, amlodipino e hidroclorotiazida"
BBA1EE5DE13FB9F3E1000000AC160194,valsartan+amlodipina+hidroclorotiazida,C09DX01,"Valsartan, amlodipino e hidroclorotiazida"
C072EE5D8C3CE2FFE1000000AC160194,valsartan+amlodipina+hidroclorotiazida,C09DX01,"Valsartan, amlodipino e hidroclorotiazida"
C9A1EE5DE13FB9F3E1000000AC160194,valsartan+amlodipina+hidroclorotiazida,C09DX01,"Valsartan, amlodipino e hidroclorotiazida"
CE72EE5D8C3CE2FFE1000000AC160194,valsartan+amlodipina+hidroclorotiazida,C09DX01,"Valsartan, amlodipino e hidroclorotiazida"
D7A1EE5DE13FB9F3E1000000AC160194,valsartan+amlodipina+hidroclorotiazida,C09DX01,"Valsartan, amlodipino e hidroclorotiazida"
F872EE5D8C3CE2FFE1000000AC160194,valsartan+amlodipina+hidroclorotiazida,C09DX01,"Valsartan, amlodipino e hidroclorotiazida"
063A5B466A54183FE1000000AC100155,"VALSARTÁN, 160 MG COMP",C09CA03,Valsartan
0A465B466A54183FE1000000AC100155,"VALSARTÁN, 160 MG COMP",C09CA03,Valsartan
59265B466A54183FE1000000AC100155,"VALSARTÁN, 160 MG COMP",C09CA03,Valsartan
823E5B466A54183FE1000000AC100155,"VALSARTÁN, 160 MG COMP",C09CA03,Valsartan
06878E508A4C6C7AE1000000AC10014C,"VALSARTÁN, 160 MG COMP RECUB",C09CA03,Valsartan
0A7C8E508A4C6C7AE1000000AC10014C,"VALSARTÁN, 160 MG COMP RECUB",C09CA03,Valsartan
33DC86508B7E6E7AE1000000AC10014C,"VALSARTÁN, 160 MG COMP RECUB",C09CA03,Valsartan
40308E50FB59DC73E1000000AC10014C,"VALSARTÁN, 160 MG COMP RECUB",C09CA03,Valsartan
50EB86508B7E6E7AE1000000AC10014C,"VALSARTÁN, 160 MG COMP RECUB",C09CA03,Valsartan
64EF8A503A50FA03E1000000AC100158,"VALSARTÁN, 160 MG COMP RECUB",C09CA03,Valsartan
6BD786508B7E6E7AE1000000AC10014C,"VALSARTÁN, 160 MG COMP RECUB",C09CA03,Valsartan
855386506F487344E1000000AC10014C,"VALSARTÁN, 160 MG COMP RECUB",C09CA03,Valsartan
8882124EF0B8517CE1000000AC10014C,"VALSARTÁN, 160 MG COMP RECUB",A02BC01,Omeprazol
8A4886506F487344E1000000AC10014C,"VALSARTÁN, 160 MG COMP RECUB",C09CA03,Valsartan
98F88E50635C6D44E1000000AC10014C,"VALSARTÁN, 160 MG COMP RECUB",C09CA03,Valsartan
C4F78E50635C6D44E1000000AC10014C,"VALSARTÁN, 160 MG COMP RECUB",C09CA03,Valsartan
D64F8E505955A420E1000000AC10014C,"VALSARTÁN, 160 MG COMP RECUB",C09CA03,Valsartan
D6868E508A4C6C7AE1000000AC10014C,"VALSARTÁN, 160 MG COMP RECUB",C09CA03,Valsartan
FAE286508B7E6E7AE1000000AC10014C,"VALSARTÁN, 160 MG COMP RECUB",C09CA03,Valsartan
FD5486506F487344E1000000AC10014C,"VALSARTÁN, 160 MG COMP RECUB",C09CA03,Valsartan
4969124EF0B8517CE1000000AC10014C,"VALSARTÁN, 320 MG COMP",A02BC01,Omeprazol
F366124EF0B8517CE1000000AC10014C,"VALSARTÁN, 320 MG COMP",A02BC01,Omeprazol
06E386508B7E6E7AE1000000AC10014C,"VALSARTÁN, 320 MG COMP RECUB",C09CA03,Valsartan
0D6BAC51389EF05CE1000000AC100158,"VALSARTÁN, 320 MG COMP RECUB",C09CA03,Valsartan
24278E504363697AE1000000AC10014C,"VALSARTÁN, 320 MG COMP RECUB",C09CA03,Valsartan
