surgery_code,surgery_code_descr
Q01700,reduccio (tancada) de luxacio de peu o de turmell | reduccio (tancada) de luxacio de peu o de turmell
Q01701,reparacio de fractura alveolar amb filferros
Q01702,reparacio de pseudoartrosi de cubit: curetatge i osteosintesi
Q01703,reparacio de pseudoartrosi de femur: curetatge i osteosintesi
Q01704,reparacio de pseudoartrosi de humer: curetatge i isteosintesi | reparacio de pseudoartrosi de humer: curetatge i osteosintesi
Q01705,reparacio de pseudoartrosi de radi: curetatge i osteosintesi
Q01706,reparacio de pseudoartrosi de tibia: curetatge i osteosintesi
Q01707,revisio de derivacio ventricular externa | revisio de derivacio ventricular externa
Q01708,revisio d esfinter urinari artificial
Q01709,revisio d hemorragia postoperatoria de camp tiroidal
Q01710,revisio d hemorragia postoperatoria de cavitat abdominal | revisio d hemorragia postoperatoria de cavitat abdominal
Q01711,revisio d hemorragia postoperatoria de cirurgia cardiaca | revisio d hemorragia postoperatoria de cirurgia cardiaca
Q01712,revisio d hemorragia postoperatoria de mama | revisio d hemorragia postoperatoria de mama
Q01713,revisio d hemorragia postoperatoria de paret abdominal | revisio d hemorragia postoperatoria de paret abdominal
Q01714,revisio d hemorragia postoperatoria de paret toracica | revisio d hemorragia postoperatoria de paret toracica
Q01715,revisio d hemorragia postoperatoria de vulva o perineu
Q01716,revisio o extraccio de dai | revisio o extraccio de dai
Q01717,sutura de ferida cutania de paret abdominal | sutura de ferida cutania de paret abdominal
Q01718,sutura de ferida cutania de paret abdominal <local> | sutura de ferida cutania de paret abdominal <local>
Q01719,sutura ferida cutania de paret toracica | sutura de ferida cutania de paret toracica
Q01720,sutura de ferida cutania de paret toracica <local>
Q01721,sutura de ferida cutania d extremitat inferior | sutura de ferida cutania d extremitat inferior
Q01722,sutura de ferida cutania d extremitat inferior <local>
Q01723,sutura de ferida cutania d extremitat superior | sutura de ferida cutania d extremitat superior
Q01724,sutura de ferida cutania d extremitat superior <local> | sutura de ferida cutania d extremitat superior <local>
Q01725,sutura de ferida cutania facial | sutura de ferida cutania facial
Q01726,sutura de ferida cutania facial <local>
Q01727,sutura de ferida de cuir cabellut (scalp)
Q01728,sutura de ferida de cuir cabellut (scalp) <local>
Q01729,sutura de laceracio de diafragma | sutura de laceracio de diafragma
Q01730,sutura o reinsercio de tendo patel.lar | sutura o reinsercio de tendo patel.lar
Q01731,alliberament d adherencies uterines | alliberament d adherencies uterines
Q01732,biopsia de vulva
Q01733,biopsia de vulva <local> | biopsia de vulva <local>
Q01734,biopsia ossia de columna vertebral
Q01735,biopsia ossia de columna vertebral <local>
Q01736,biopsia ossia de pelvis
Q01737,biopsia ossia de pelvis <local>
Q01738,colpectomia
Q01739,colpo-sacrofixacio de cupula vaginal | colpo-sacrofixacio de cupula vaginal
Q01740,excisio de lesio de vulva o perineu | excisio de lesio de vulva o perineu
Q01741,excisio de lesio cutania de penis
Q01742,excisio de lesio cutania de penis <local>
Q01743,reparacio de pectus excavatum
Q01744,alveoloplastia
Q01745,amputacio nasal | amputacio nasal
Q01746,avancament maxil.lar | avancament maxil.lar
Q01747,biopsia de mucosa oral
Q01748,biopsia de mucosa oral <local>
Q01749,biopsia de paladar dur | biopsia de paladar dur
Q01750,biopsia de paladar tou i d uvula
Q01751,biopsia de paladar tou i d uvula <local>
Q01752,correccio de fissura palatina
Q01753,desinsercio de musculatura epicondilia
Q01754,drenatge de la cara i del sol de la boca
Q01755,empelt cutani a llavi i cavitat oral | empelt cutani a llavi i cavitat oral
Q01756,excisio de carcinoma del paladar i reconstruccio amb penjall pediculat
Q01757,excisio de ganglio al turmell
Q01758,excisio de ganglio al turmell <local>
Q01759,excision de lesion cutanea | excisio de lesio cutania | excisio de lesio cutania
Q01760,excisio de lesio cutania de vulva | excisio de lesio cutania de vulva
Q01761,excisio de lesio del paladar tou | excisio de lesio del paladar tou
Q01762,excisio de lesio d esofag | excisio de lesio d esofag
Q01763,excisio de lesio gingival
Q01764,excisio de lesio gingival <local>
Q01765,excisio de lesio muscular | excisio de lesio muscular
Q01766,excisio de lesio muscular <local> | excisio de lesio muscular <local>
Q01767,excisio de lesio odontogenica | excisio de lesio odontogenica
Q01768,excisio de leucoplasia al sol de la boca
Q01769,excisio de tumor al biceps braquial
Q01770,excisio de tumor labial
Q01771,excisio de tumor pleural | excisio de tumor pleural
Q01772,excisio de xantelasmes
Q01773,excisio de xantelasmes <local>
Q01774,excicisio d ulcera d extremitat inferiro + penjall cutani | excisio d ulcera d extremitat inferior + penjall cutani
Q01775,exenteracio d orbita i excisio d os orbitari
Q01776,extraccio de diu (histeroscopia) | extraccio de diu extrauteri per histeroscopia
Q01777,extraccio de mo d un os facial | extraccio de mo d un os facial
Q01778,extraccio de punts de sutura corneal | extraccio de punts de sutura corneal
Q01779,extraccio de punts de sutura corneal <local>
Q01780,fetoscopia i coagulacio de comunicacions placentaries amb laser | fetoscopia i coagulacio de comunicacions placentaries amb laser
Q01781,frenectomia labial
Q01782,frenectomia labial <local>
Q01783,genioplastia d augment
Q01784,genioplastia de reduccio
Q01785,hepatectomia de donant viu + trasplantament de fetge (domino)
Q01786,hepatectomia reglada (laparoscopia) | hepatectomia reglada (per laparoscopia) | hepatectomia reglada (laparoscopia)
Q01787,implante dental intraoseo | implant dental intraossi | implant dental intraossi
Q01788,implant sintetic en un os facial | implant sintetic en un os facial
Q01789,implantacio de marcapas ddd/vdd
Q01790,implantacio de marcapas vvi
Q01792,insercio de dispositiu cranial de traccio vertebral | insercio de dispositiu cranial de traccio vertebral
Q01793,laparoscopia diagnostica per esterilitat
Q01794,mastectomia subtotal | mastectomia subtotal
Q01795,orbitotomia amb penjall ossi
Q01796,ostectomia total d os facial amb reconstruccio simultania
Q01797,osteotomia de maxil.lar superior | osteotomia de maxil.lar superior
Q01798,"reconstruccio total del nas, amb penjall"
Q01799,reduccio (oberta) de fractura malar i d arc zigomatic | reduccio (oberta) de fractura malar i d arc zigomatic
Q01800,reduccio (oberta) de fractura mandibular | reduccio (oberta) de fractura mandibular
Q01801,reduccio (oberta) de fractura maxil.lar | reduccio (oberta) de fractura maxil.lar
Q01802,reduccio (oberta) de fractura nasal
Q01803,reduccio (oberta) de fractura orbitaria | reduccio (oberta) de fractura orbitaria
Q01804,reduccio (oberta) de luxacio temporo-mandibular | reduccio (oberta) de luxacio temporo-mandibular
Q01805,reduccio (tancada) de fractiura malar id arc zigomatic | reduccio (tancada) de fractura malar i d arc zigomatic
Q01806,reduccio (tancada) de fractura mandibular | reduccio (tancada) de fractura mandibular
Q01807,reduccio (tancada) de fractura maxil.lar | reduccio (tancada) de fractura maxil.lar
Q01808,reduccio (tancada) de luxacio temporo-mandibular
Q01809,reduccio de prolapse hemorroidal | reduccio de prolapse hemorroidal
Q01810,reparacio de dehiscencia de ferida operatoria de mama | reparacio de dehiscencia de ferida operatoria de mama
Q01811,reparacio de dit de la ma de ressort | reparacio de dit de la ma de ressort
Q01812,reparacio de dit de la ma de ressort <local>
Q01813,reparacio de fistula de lcr (per craniotomia) | reparacio de fistula de lcr (per craniotomia)
Q01814,reparacio de fistula de lcr (per via transesfenoidal) | reparacio de fistula de lcr (per via transesfenoidal)
Q01815,reparacio de fistula de lcr a nivell espinal
Q01816,reparacio d evisceracio | reparacio d evisceracio
Q01817,reparacio d hernia lumbar
Q01818,revisio de protesi mamaria | revisio de protesi mamaria
Q01819,sondatge de conducte salival
Q01820,sutura d arteria | sutura d arteria
Q01821,sutura d arteria <local> | sutura d arteria <local>
Q01822,sutura de laceracio de paladar | sutura de laceracio de paladar
Q01824,sutura de laceracio d orella
Q01825,sutura de laceracio d orella <local> | sutura de laceracio d orella <local>
Q01826,sutura de laceracio labial | sutura de laceracio labial
Q01827,sutura de laceracio labial <local>
Q01828,sutura de laceracio lingual | sutura de laceracio lingual
Q01829,sutura de laceracio lingual <local>
Q01830,sutura de vena | sutura de vena
Q01831,sutura de vena <local> | sutura de vena <local>
Q01832,tancament de fistula branquial
Q01833,tancament de fistula faringo-esofagica
Q01834,tancament de fistula oro-antral
Q01835,tancament de fistula oro-nasal
Q01836,estapedectomia <local> | estapedectomia <local>
Q01837,excisio de glom carotidi | excisio de glom carotidi
Q01838,extraccio de cos estrany al segment anterior de l ull
Q01839,extraccio de cos estrany al segment anterior de l ull <local>
Q01840,extraccio de mo de clavicula
Q01841,extraccio de mo de clavicula <local>
Q01842,extraccio de mo d escapula
Q01843,extraccio de mo d escapula <local>
Q01844,extraccio de mo d estern i/o costelles
Q01846,extraccio de tamponament nasal
Q01847,panendoscopia orl:faringo-esofagoscopia + laringoscopia | panendoscopia orl: faringo-esofagoscopia + laringoscopia
Q01848,reemplacament de tamponament nasal
Q01849,reseccio transuretral (rtu) de bufeta +bvm | reseccio transuretral (rtu) de bufeta +bvm
Q01850,septoplastia + turbinectomia | septoplastia + turbinectomia
Q01851,sutura de laceracio de laringe
Q01852,sutura de laceracio de traquea
Q01853,timectomia | timectomia
Q01854,reduccio (oberta) de fractura-luxacio d espatlla | reduccio (oberta) de luxacio d espatlla
Q01855,revisio de colostomia | revisio de colostomia
Q01856,revisio d ileostomia | revisio d ileostomia
Q01857,sutura de capsula o lligament de ma i canell | sutura de capsula o lligament de ma i canell
Q01858,sutura de capsula o lligament de ma i canell <local>
Q01859,ureterectomia parcial | ureterectomia parcial
Q01860,ureterectomia total | ureterectomia total
Q01861,enterotomia i extraccio de betzoar
Q01862,fixador extern de cubit i/o radi | fixador extern de cubit i/o radi
Q01863,fixador extern de femur | fixador extern de femur
Q01864,fixador extern de turmell | fixador extern de turmell
Q01865,fixador extern d humer | fixador extern d humer
Q01866,osteosintesi de metatarsians: agulles k | osteosintesi de metatarsians: agulles k
Q01867,osteosintesi de metatarsians: placa de minifragments | osteosintesi de metatarsians: placa de minifragments
Q01868,osteosintesi de pelvis: placa sacroiliaca
Q01869,osteosintesi d humer: agulles de rusch [kapandji]
Q01870,protesi de cap de radi | protesi de cap de radi
Q01871,reduccio (oberta) de luxacio de genoll | reduccio (oberta) de luxacio de genoll
Q01872,reduccio (oberta) de luxacio d espatlla
Q01873,reduccio (tancada) de luxacio de genoll | reduccio (tancada) de luxacio de genoll
Q01874,canvi de generador de marcapas bicameral  <local> | canvi de generador de marcapas bicameral <local>
Q01875,canvi de generador de marcapas tricameral <local> | canvi de generador de marcapas tricameral <local>
Q01876,canvi de generador de marcapas unicameral <local> | canvi de generador de marcapas unicameral <local>
Q01877,implantacio de marcapas unicameral <local>
Q01878,implantacio de marcapas bicameral <local>
Q01879,implantacio de marcapas tricameral <local>
Q01880,implantacio de marcapas unicameral
Q01881,implantacio de marcapas unicameral per toracotomia
Q01882,implantacio de marcapas bicameral | implantacio de marcapas bicameral
Q01883,implantacio de marcapas bicameral per toracotomia
Q01884,implantacio de marcapas tricameral | implantacio de marcapas tricameral
Q01885,implantacio de marcapas tricameral per toracotomia
Q01886,reparacio de fistula vesico-cutania | reparacio de fistula vesico-cutania
Q01887,esclerectomia no perforant + implant | esclerectomia no perforant + implant
Q01888,esclerectomia no perforant + implant + facoemulsificacio  + lio | esclerectomia no perforant + implant + facoemulsificacio + lio
Q01889,anoscopia | exploracio anal | anoscopia
Q01890,exploracio manual de cavitat uterina despres de part | exploracio manual de cavitat uterina despres del part
Q01891,extraccio de reservori subcutani per a medicacio (port-a-cath)
Q01892,extraccion de reservorio subcutanio para medicacion (port a cath) <local> | extraccio de reservori subcutani per a medicacio (port-a-cath) <local> | extraccio de reservori subcutani per a medicacio (port a cath)  <local>
Q01893,extraccio manual de placenta retinguda | extraccio manual de placenta retinguda
Q01894,part amb extraccio parcial de natges
Q01895,part amb extraccio total de natges
Q01896,part assistit amb forceps alt amb episiotomia
Q01897,part assistit amb forceps baix amb episiotomia
Q01899,part eutocic assistit manualmet | part eutocic assistit manualment
Q01900,tiroidectomia substernal total (per goll endotoracic)
Q01905,col.locacio de protesi humero-axil.lar per a dialisi | col.locacio de protesi humero-axil.lar per a dialisi
Q01906,col.locacio de protesi femoro-safena per a dialisi | col.locacio de protesi femoro-safena per a dialisi
Q01907,revisio de protesi humero-axil.lar per a dialisi
Q01908,revisio de protesi femoro-safena per a dialisi
Q01909,extraccio de protesi humero-axil.lar per a dialisi
Q01910,extraccio de protesi femoro-safena per a dialisi
Q01911,revisio de derivacio vascular periferica d extremitat inferior | revisio de derivacio vascular periferica d extremitat inferior
Q01912,revisio de derivacio vascular periferica d extremitat superior
Q01913,ileo-jejunostomia | ileo-jejunostomia
Q01914,extraccio manual de placenta | extraccio manual de placenta
Q01915,revisio manual de cavitat uterina per hemorragia postpart | revisio manual de cavitat uterina per hemorragia postpart
Q01916,sutura de dehiscencia de cicatriu uterina anterior
Q01917,legrat per avortament en curs | legrat per avortament en curs
Q01918,lligadura d arteries hipogastriques
Q01919,desbridament d absces de vulva | desbridament d absces de vulva
Q01920,suturacio de laceracio de vagina | sutura de laceracio de vagina
Q01921,sutura de laceracio de vulva o perineu
Q01922,alliberament de torsio de quist d ovari
Q01923,alliberament de torsio de quist d ovari(laparoscopia) | alliberament de torsio de quist d ovari(laparoscopia)
Q01924,destruccion de tumor hepatico con radiofrecuencia | destruccio de tumor hepatic amb radiofrequencia | destruccio de tumor hepatic amb radiofrequencia
Q01925,destruccio de tumor hepatic amb radiofrequencia (laparoscopia) | destruccio de tumor hepatic amb radiofrequencia (laparoscopia)
Q01926,coledoco-enterostomia
Q01927,duodenotomia | duodenotomia
Q01928,reparacio de lesio d aorta (excepte aneurisma) amb endoprotesi
Q01929,reparacio de vies biliars
Q01930,revisio d anastomosi de vies biliars
Q01931,sutura de capsula o lligament de peu i turmell <local>
Q01932,sutura de laceracio nasal <local> | sutura de ferida nasal <local>
Q01933,sutura d ulcera duodenal | sutura d ulcera duodenal
Q01934,derivacio urinaria ortotopica continent(neobufeta ileal)
Q01937,ureterostomia cutania | ureterostomia cutania
Q01938,extraccio d organs: ronyo dret
Q01939,extraccio d organs: ronyo esquerre
Q01940,extraccio d organs: pulmo esquerre
Q01941,extraccio de protesi de penis | extraccio de protesi de penis
Q01942,biopsia testicular (abierta) | biopsia testicular (oberta) | biopsia testicular (oberta)
Q01943,col.locacio de ferula de guix a extremitat inferior
Q01944,col.locacio de ferula de guix a extremitat superior
Q01945,osteosintesi de femur: clau endomedul.lar  curt [gamma 3] | osteosintesi de femur: clau endomedul.lar curt [gamma 3]
Q01946,osteosintesi de femur: clau endomedul.lar curt [tfn]
Q01947,apendicectomia (laparoscopia i reconversio) | apendicectomia (laparoscopia i reconversio)
Q01948,biopsia de penis
Q01949,biopsia de penis <local>
Q01950,colecistectomia (laparoscopia i reconversio) | colecistectomia (laparoscopia i reconversio)
Q01951,drenatge d absces perirenal
Q01952,esofagostomia cervical | esofagostomia cervical
Q01953,excisio de gangli limfatic ilio-inguinal | excisio de gangli limfatic ilio-inguinal
Q01954,excisio de gangli limfatic ilio-inguinal (laparoscopia) | excisio de gangli limfatic ilio-inguinal (laparoscopia)
Q01955,excisio de recidiva tumoral en neobufeta ileal
Q01956,nefrectomia parcial per traumatisme
Q01957,nefrectomia total per traumatisme
Q01958,pancreatectomia corporocaudal | pancreatectomia corporocaudal
Q01959,plastia conjuntival | plastia conjuntival
Q01960,plastia palpebral | plastia palpebral
Q01961,recanvi de sonda de nefrostomia
Q01962,recanvi de sonda de nefrostomia <local> | recanvi de sonda de nefrostomia <local>
Q01963,colostomia  (assistida per laparoscopia) | colostomia (assistida per laparoscopia)
Q01964,drenatge d absces perineal
Q01965,histerectomia vag + suspensio uretro-vaginal suprapubica | histerectomia vag + suspensio uretro-vaginal suprapubica
Q01966,revisio d anastomosi uretero-intestinal
Q01967,revisio d hemorragia postoperatoria de zona parotidia | reviso d hemorragia postoperatoria de zona parotidia
Q01968,uretrectomia | uretrectomia
Q01969,aspiracio diagnostica de vitri
Q01970,"extraccio d esfinter uretral artificial, sense reemplacament"
Q01971,gastrectomia de maniga (sleeve)
Q01972,injeccio intravitria
Q01973,orquiectomia (laparoscopia) | orquiectomia (laparoscopia)
Q01974,revisio de monyo d amputacio d extremitat superior <local>
Q01975,substitucio d esfinter uretral artificial
Q01976,tumorectomia renal
Q01977,tumorectomia renal (laparoscopia)
Q01978,histerectomia  abd + biopsia preoperatoria d ovari
Q01979,laparoscopia diagnostica + biopsia d endometri
Q01980,laparotomia diagnostica + biopsia d endometri
Q01981,laparoscopia diagnostica + biopsia preoperatoria d ovari
Q01982,laparotomia diagnostica + biopsia preoperatoria d ovar
Q01983,excisio de quist uracal de paret abdominal
Q01984,omfalectomia
Q01985,excisio de l urac
Q01986,canvi d electrode de neurostimulador sacre (incontinencia anal)
Q01987,excisio de tumor de paret abdominal
Q01988,excisio de tumor gluti
Q01989,excisio de tumor rectal
Q01990,extraccio de malla intolerada de paret abdominal <local>
Q01991,revisio de neurostimulador sacre (incontinencia anal)
Q01992,alliberament d adherencies de faringe
Q01993,artrolisi de colze
Q01994,artolisis de hombro | artrolisi d espatlla
Q01995,artroplastia de dits del peu
Q01997,cirurgia del clitoris
Q01998,dilatacio de l esfinter anal
Q01999,drenatge de bursitis d espatlla
Q02000,endarterectomia abdominal
Q02001,endarterectomia aortica
Q02002,endarterectomia d extremitat inferior
Q02003,endarterectomia d extremitat superior
Q02004,esternotomia descomprensiva
Q02005,excisio uretrocele
Q02006,excisio de diverticle de bufeta urinaria (cistoscopia)
Q02007,excisio de lesio de muscul de la ma
Q02008,excisio de lesio de paladar dur
Q02009,excisio de lesio de parts toves de la ma
Q02010,excisio de lesio de penis
Q02011,excisio de lesio de penis <local>
Q02012,excisio de lesio de recte
Q02013,excision de lesion de escroto | excisio de lesio d escrot
Q02014,excisio de lesio d escrot <local>
Q02015,excisio de lesio d orella mitjana
Q02016,excisio de lesio nasal
Q02017,excisio de lesio nasal <local>
Q02018,excisio de mugro
Q02019,exploracio rectal
Q02021,extraccio de cerclatge uteri <local>
Q02022,extraccio de cos estrany al genoll
Q02023,extraccio de cos estrany d amigdala o adenoides
Q02024,extraccio de cos estrany d amigdala o adenoides <local>
Q02025,extraccio de cos estrany de faringe
Q02026,extraccio de cos estrany de matriu
Q02027,extraccio de cos estrany de traquea i/obronquis
Q02028,extraccio de cos estrany de vagina
Q02029,extraccio de cos estrany d estomac
Q02030,extraccio de cos estrany d intesti gros
Q02031,exeresi quist uretral
Q02032,extraccio de cos estrany penetrant a l ull
Q02033,extraccio de cos estrany penetrant a l ull <local>
Q02034,incisio i drenatge de l espai palmar o tenar
Q02035,osteosintesi de cubit i/o radi (sense reduccio de fractura)
Q02036,osteosintesi de femur (sense reduccio de fractura)
Q02037,osteosintesi de tibia i/o perone (sensereduccio de fractura)
Q02038,osteosintesi d humer (sense reduccio defractura)
Q02041,quistectomia hepatica (laparoscopia)
Q02042,reduccio (tancada) de fractura de carp i/o metacarp
Q02043,reduccio (tancada) de fractura de cubiti/o radi
Q02044,reduccio (tancada) de fractura de dits de la ma
Q02045,reduccio (tancada) de fractura de dits del peu
Q02046,reduccio (tancada) de fractura de femur
Q02047,reduccio (tancada) de fractura de tars i/o metatars
Q02048,reduccio (tancada) de fractura de tibiai/o perone i
Q02049,reduccio (tancada) de fractura d humer
Q02050,reparacio de ferida orbitaria
Q02051,reparacio de ferida orbitaria <local>
Q02052,reparacio de fistula escleral
Q02053,reparacio de laceracio corneal amb empelt conjuntival
Q02054,reseccio segmentaria multiple d intestigros
Q02055,reseccion segmentaria multiple de intestino grueso (laparoscopia) | reseccio segmentaria multiple d intestigros (laparoscopia)
Q02056,reseccio segmentaria multiple d intestiprim
Q02057,reseccio segmentaria multiple d intestiprim (laparoscopia)
Q02058,revisio d anastomosi d estomac
Q02059,revisio d anastomosi d estomac (laparoscopia)
Q02060,revisio d anastomosi d intesti gros
Q02061,revisio d anastomosi d intesti gros (laparoscopia)
Q02062,revisio d anastomosi d intesti prim
Q02063,revisio d anastomosi d intesti prim (laparoscopia)
Q02064,revisio de cavitat orbitaria despres d enucleacio o d evisceracio
Q02065,revisio de mastoidectomia
Q02066,revisio de timpanoplastia
Q02067,revisio d hemorragia postoperatoria de bufeta urinaria
Q02068,revisio d hemorragia postoperatoria de cirurgia vascular
Q02069,sinovectomia de maluc
Q02070,sinovectomia de peu i dits
Q02071,sutura de bena tendinosa (excepte de lama)
Q02072,sutura de beina tendinosa de la ma
Q02073,sutura de capsula o lligament d extremitat inferior
Q02074,sutura de capsula o lligament d extremitat superior
Q02075,sutura de laceracio anal
Q02076,sutura de laceracio conjuntival
Q02077,sutura de laceracio de cervix uterina
Q02078,sutura de laceracio de cervix uterina <local>
Q02079,sutura de laceracio de conducte deferent i d epididim
Q02081,sutura de laceracio de conducte espermatic i d epididim
Q02083,sutura de laceracio de faringe
Q02084,sutura de laceracio de mama
Q02086,sutura de laceracio de paret toracica
Q02087,sutura de laceracio de paret toracica <local>
Q02088,sutura de laceracio de penis
Q02089,sutura de laceracio de penis <local>
Q02090,sutura de laceracio de recte
Q02091,sutura de laceracio d uretra
Q02092,sutura de laceracio d uretra <local>
Q02093,sutura de laceracio escrotal
Q02094,sutura de laceracio escrotal <local>
Q02095,sutura de laceracio gingival
Q02096,sutura de laceracio gingival <local>
Q02097,sutura de laceracio glandula salival
Q02098,sutura de laceracio glandula salival <local>
Q02099,sutura de laceracio uterina
Q02100,sutura de muscul o fascia de la ma
Q02101,tenosinovectomia (excepte de la ma)
Q02102,tenosinovectomia de la ma
Q02103,tenotomia de la ma
Q02104,aplicacio de radiofrequencia: discs o articulacions vertebrals <local>
Q02105,aplicacio de rafiofrequencia: ganglis simpatics <local>
Q02106,radiofrequencia nervis perif. o cad. simp.
Q02109,biopsia de parpella <local>
Q02111,blefarorrafia <local>
Q02112,infiltracio musculatura pelviana
Q02113,"blocatge de plexe celiac, esplancnic o hipogastric <local>"
Q02114,blocatge epidural o intratecal <local>
Q02115,"blocatge simpatic cervical, toracic o lumbar <local>"
Q02116,correccio de retraccio palpebral
Q02117,excisio lesions majors de parpella
Q02118,extraccio d implant orbitari
Q02121,nefrolitotomia | nefrolitotomia
Q02122,orbitotomia amb insercio d#implant orbitari
Q02123,recanvi de protesi total de genoll: de frontissa
Q02124,recanvi de protesi total de genoll: de lliscament
Q02130,recanvi de protesi t de maluc: cimentada
Q02131,recanvi complex de protesi t de maluc: no a mida (components modulars)
Q02132,recanvi de protesi t de maluc: de superficie
Q02133,recanvi de protesi t de maluc: hibrida
Q02134,recanvi  parcial de protesi t de maluc no infectada ( cap i /o polietile)
Q02135,reconstruccio de fons de sac conjuntival
Q02136,reconstruccio de parpella amb empelts cartilaginosos
Q02137,reconstruccio de parpella amb implant d#or o plati
Q02140,col.locacio de cateter de hickman
Q02141,destruccio de tumor hepatic amb radiofrequencia (percutania)
Q02142,excisio de melanoma de cap i coll i de gangli centinella
Q02143,excisio de melanoma de tronc i gangli centinella
Q02144,excisio de melanoma d extremitat inferior i de gangli centinella
Q02145,excisio de melanoma d extremitat superior i gangli de centinella
Q02146,polipectomia histeroscopia (ambulatoria)
Q02147,injeccio perianal de substancia terapeutica
Q02148,litotripsia de litiasi pielica (percutania)
Q02149,miomectomia histeroscopia (ambulatoria)
Q02150,nefrectomia parcial (laparoscopia) | nefrectomia parcial (laparoscopia)
Q02151,rentat i drenatge d absces subfrenic
Q02152,rentat i drenatge d absces subfrenic (laparoscopia)
Q02153,reparacio de diafragma
Q02154,reparacio de diafragma  (laparoscopia)
Q02155,revisio d anastomosi gastro-esofagica (per toracotomia)
Q02156,tancament de fistula de diafragma
Q02157,"implantacio de protesi coclear, amb mastoidectomia"
Q02158,uretrolitotomia
Q02159,ablacio quirurgica d arritmia cardiaca
Q02161,biopsia de nervi periferic d extremitatinferior <local>
Q02162,biopsia de nervi periferic d extremitatsuperior <local>
Q02163,canvi d electrode de neurostimulador sacre (incontinencia anal) <local>
Q02164,implantacio de neurostimulador sacre (incontinencia anal) <local>
Q02165,injeccio perianal de substancia terapeutica <local>
Q02166,revisio de neurostimulador sacre (incontinencia anal) <local>
Q02167,derivacio carotido-carotidia
Q02168,derivacio vascular periferica no especificada
Q02169,enterotomia i extraccio de calcul biliar
Q02170,enterotomia i extraccio de cos estrany intraluminal
Q02171,reparacio de meningocele d orella mitjana
Q02172,trepanacio per extreure un hematoma
Q02173,trepanacio per extreure un hematoma <local>
Q02174,tancament de fistula traqueoesofagica
Q02175,biopsia de muscul o tendo extraocular
Q02176,biopsia de muscul o tendo extraocular <local>
Q02177,endoscopia nasal <local>
Q02178,extraccio de calcul de glandula salival
Q02179,extraccio de calcul de glandula salival<local>
Q02180,extraccio de cos estrany subcutani
Q02181,extraccio de implant subcutani (local)
Q02182,extraccio de mo d un os facial <local>
Q02183,sondatge de conducte salival <local>
Q02184,col.locacio de cateter peritoneal (laparoscopia)
Q02185,varicocelectomia (laparoscopia)
Q02186,dermoabrasio amb laser
Q02187,excisio radical de lesio cutania
Q02188,ablacio de venes pulmonars per vtc
Q02189,reparacio valvula mitral amb anell protetic
Q02190,descompressio nervi facial
Q02191,protesi total de genoll: obeses
Q02192,recanvi de protesi total de genoll: obeses
Q02193,transplantectomia d injert pancreatic
Q02196,implant material sintetic (injeccio o tatuatge de lesio o defecte de pell)
Q02197,empelt material autoleg de greix per lipoatrofia facial
Q02198,protesi parcial de maluc primaria: bipolar  no cimentada
Q02199,altres reconstruccions i reparacions
Q02200,otras reparaciones y reconstrucciones de penis rs | altres reparacions i reconstruccions depenis rs
Q02201,microdisectomia percutania
Q02202,artrodesi vertebral intersomatica transforaminal i pedicular amb tecnica minimam
Q02204,trasplantectomia de pancrees implantat
Q02205,nefrectomia radical transvaginal (laparoscopia)
Q02206,trasplantament de pulmo
Q02208,trasplantament  de traquea
Q02209,protesi metatarsofalangica
Q02210,hal.lux rigidus
Q02211,gastrectomia  transvaginal (laparoscopia)
Q02212,infusio de progenitors per a trasplant
Q02213,nefroureterectomia | nefroureterectomia
Q02215,extraccio de teixits per investigacio
Q02216,extraccio d  organs per investigacio.
Q02219,nefro - uretectomia lumbar
Q02220,rentat bronco-alveolar massiu
Q02221,mastectomia bilateral de masculinizacion | mastectomia bilateral de masculinitzacio
Q02222,control hemorragia postoperatoria
Q02223,nefro - cistectomia radical (laparoscopia )
Q02224,electroquimioterapia
Q02225,faloplastia
Q02226,col.locacio de cateter intra-periteonal
Q02227,colposacropexia (laparoscopia)
Q02228,correccio laceracio de perine
Q02229,criocirurgia cervical
Q02230,exeresis de polipo cervical (histeroscopia) | exeresi de polip cervical (histeroscopia)
Q02231,exeresi endometriosi profunda sense resseccio intestinal
Q02232,exeresi endometriosi profunda amb resseccio intestinal
Q02233,exeresis gangli sentinella de endometri
Q02234,"extirpacion parcial cuello, parametriosy vagina - traquelectomia | exxtirpacio parcial coll, parametris i vagina - traquelectomia"
Q02235,histerectomia abdominal subtotal + anexoctomia bilateral
Q02236,histerectomia abdominal radical
Q02237,histerectomia abdominal radical (laparoscopia)
Q02238,histerectomia subtotal (laparoscopia) | histerectomia subtotal (laparoscopia)
Q02239,histerectomia abdominal total + anexectomia bilateral (papar)
Q02240,histerectomia total (laparoscopia)
Q02241,histerectomia vaginal radical (laparoscopia)
Q02242,histeropexia
Q02243,histeropexia (laparoscopia)
Q02244,mastectomia subcutania bilateral
Q02245,mastectomia subcutania unilateral
Q02246,reparacio de cistocele amb malla
Q02247,reparacio de rectocele amb malla
Q02248,reparacio prolapse de cupula via vaginal amb malla
Q02249,retirada de cateter intra-peritoneal
Q02250,esternotomia exploradora
Q02251,nefrectomia transumbilical (laparoscopia notes)
Q02252,nefrectomia radical transvaginal -donant viu (laparoscopia)
Q02253,col.locacio banda suburetral
Q02254,tenotomia tendo (artroscopia)
Q02255,descompressio subacromial (artroscopia)
Q02256,artroplastia reseccio (artroscopia)
