diag_ref,catalog,code,diag_descr
6030625,12,O99.313,"Consumo de alcohol que complica el embarazo, tercer trimestre"
6030626,12,M06.042,"Artritis reumatoide sin factor reumatoide, mano izquierda"
6030627,12,M06.041,"Artritis reumatoide ni reumatoide oanti-CCP, mano derecha"
6030628,12,S37.33XA,"Desgarro de uretra, contacto inicial"
6030629,12,H54.1223,"Baja vision en ojo derecho categoria 2, ceguera en ojo izquierdo categoria 3"
6030630,12,H69.93,"Trastorno no especificado de la trompa de Eustaquio, bilateral"
6030631,12,I82.702,Embolia y trombosis cronicas de venas no especificadas de extremidad superior izquierda
6030632,12,S62.656A,"Fractura sin desplazamiento de falange media de dedo meñique derecho, contacto inicial por fractura cerrada"
6030633,12,S92.491A,"Otra fractura de dedo gordo del pie derecho, contacto inicial por fractura cerrada"
6030634,12,H02.419,"Ptosis mecanica de parpado, ojo no especificado"
6030635,12,S64.31XS,"Traumatismo de nervio digital de pulgar derecho, secuela"
6030636,12,S61.421A,"Desgarro con cuerpo extraño de mano derecha, contacto inicial"
6030637,12,H40.41X0,"Glaucoma secundario a inflamacion ocular, ojo derecho, estadio no especificado"
6030638,12,S60.579A,"Otra mordedura superficial de mano no especificada, contacto inicial"
6030639,12,S20.379A,"Otra mordedura superficial de pared anterior no especificada del torax, contacto inicial"
6030640,12,O30.002,"Embarazo gemelar, no especificado el numero de placentas ni de sacos amnioticos, segundo trimestre"
6030641,12,S73.034A,"Otro tipo de luxacion anterior de cadera derecha, contacto inicial"
6030642,12,T65.3X1A,"Efecto toxico de nitroderivados y aminoderivados de benceno y sus homologos, accidental (no intencionado), contacto inicial"
6030643,12,S43.422A,"Esguince de capsula del manguito de los rotadores izquierdo, contacto inicial"
6030644,12,M21.20,"Deformidad en flexion, localizacion no especificada"
6030645,12,M24.319,"Luxacion patologica, no clasificada bajo otro concepto, hombro no especificado"
6030646,12,H35.3111,"Degeneracion macular no exudativa relacionada con la edad, ojo derecho, estadio seco inicial"
6030647,12,S63.285A,"Luxacion de articulacion interfalangica proximal de dedo anular izquierdo, contacto inicial"
6030648,12,S22.39XG,"Fractura de una costilla, lado no especificado, contacto sucesivo por fractura con retardo de consolidacion"
6030649,12,M86.071,"Osteomielitis hematogena aguda, tobillo y pie derechos"
6030650,12,L68.1,Hipertricosis lanuginosa adquirida
6030651,12,S11.21XA,"Desgarro sin cuerpo extraño de faringe y esofago cervical, contacto inicial"
6030652,12,R88.8,Resultados anormales en otros fluidos y sustancias corporales
6030653,12,S72.142N,"Fractura intertrocanterea desplazada de femur izquierdo, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con fracaso de consolidacion"
6030654,12,S45.009A,"Traumatismo no especificado de arteria axilar, lado no especificado, contacto inicial"
6030655,12,S62.600B,"Fractura de falange no especificada de dedo indice derecho, contacto inicial por fractura abierta"
6030656,12,H65.192,"Otros tipos de otitis media no supurativa aguda, oido izquierdo"
6030657,12,S82.301S,"Fractura no especificada de extremo inferior de tibia derecha, secuela"
6030658,12,M24.049,"Cuerpo libre intraarticular, articulacion(-es) de dedos de mano no especificada"
6030659,12,M23.261,"Trastorno de otra localizacion de menisco lateral debido a desgarro o lesion antiguos, rodilla derecha"
6030660,12,Z71.0,Persona que entra en contacto con los servicios de salud para consultar en nombre de otra persona
6030661,12,S60.369A,"Picadura de insecto (no venenoso) en pulgar no especificado, contacto inicial"
6030662,12,S97.80XA,"Lesion por aplastamiento de pie no especificado, contacto inicial"
6030663,12,Y35.043A,"Intervencion legal con lesion por balas de goma, sospechoso lesionado, contacto inicial"
6030664,12,S61.042A,"Herida punzante con cuerpo extraño de pulgar izquierdo, sin daños en la uña, contacto inicial"
6030665,12,W13.4XXS,"Caida desde, fuera de o por ventana, secuela"
6030666,12,S83.239A,"Desgarro complejo de menisco interno, lesion actual de rodilla no especificada, contacto inicial"
6030667,12,S62.341A,"Fractura sin desplazamiento de base de segundo metacarpiano de mano izquierda, contacto inicial por fractura cerrada"
6030668,12,W09.8XXA,"Caida en o desde otro equipos de recreo, contacto inicial"
6030669,12,T43.216A,"Infradosificacion de inhibidores selectivos de la recaptacion de serotonina y noradrenalina, contacto inicial"
6030670,12,M48.14,"Hiperostosis anquilosante [Forestier], region toracica"
6030671,12,T42.0X1A,"Envenenamiento por derivados de hidantoina, accidental (no intencionado), contacto inicial"
6030672,12,S82.263A,"Fractura segmentaria desplazada de diafisis de tibia no especificada, contacto inicial por fractura cerrada"
6030673,12,H16.411,"Vasos fantasma (corneales), ojo derecho "
6030674,12,T75.20XA,"Efectos no especificados de vibracion, contacto inicial"
6030675,12,M46.43,"Discitis no especificada, region cervicodorsal"
6030676,12,S60.521A,"Ampolla (no termica) de mano derecha, contacto inicial"
6030677,12,T78.2XXS,"Shock anafilactico, no especificado, secuela"
6030678,12,S93.622A,"Esguince de ligamento tarsometatarsiano del pie izquierdo, contacto inicial"
6030679,12,S72.034S,"Fractura mediocervical sin desplazamiento de femur derecho, secuela"
6030680,12,V04.90XA,"Peaton a pie lesionado en colision con vehiculo de transporte pesado o autobus, no especificado si el accidente fue o no de trafico, contacto inicial"
6030681,12,H16.263,"Queratoconjuntivitis vernal, con afectacion de limbo y cornea, bilateral"
6030682,12,V04.99XA,"Peaton en otro medio de transporte lesionado en colision con vehiculo de transporte pesado o autobus, no especificado si el accidente fue o no de trafico, contacto inicial"
6030683,12,Y35.91XA,"Intervencion legal con otros medios no especificados, agente de la ley lesionado, contacto inicial"
6030684,12,S66.499A,"Otro traumatismo especificadode musculo, fascia y tendon intrinseco de pulgar a nivel de muñeca y mano no especificadas, contacto inicial"
6030685,12,V04.11XA,"Peaton sobre patines lesionado en colision con vehiculo de transporte pesado o autobus en un accidente de trafico, contacto inicial"
6030686,12,M12.239,"Sinovitis vellonodular (pigmentada), muñeca no especificada"
6030687,12,H16.333,"Queratitis esclerosante, bilateral "
6030688,12,S58.029A,"Amputacion traumatica parcial a nivel de codo, brazo no especificado, contacto inicial"
6030689,12,S62.221A,"Fractura de Rolando desplazada de mano derecha, contacto inicial por fractura cerrada"
6030690,12,S31.132A,"Herida punzante de pared abdominal sin cuerpo extraño, region del epigastrio, sin penetracion en cavidad peritoneal, contacto inicial"
6030691,12,M84.464D,"Fractura patologica, perone izquierdo, contacto sucesivo por fractura con curas rutinarias "
6030692,12,J03.81,"Amigdalitis aguda recurrente, debido a otros microorganismos especificados"
6030693,12,M02.332,"Enfermedad de Reiter, muñeca izquierda"
6030694,12,S53.126S,"Luxacion posterior de articulacion humerocubital no especificada, secuela"
6030695,12,I70.511,"Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con claudicacion intermitente, pierna derecha"
6030696,12,S93.02XA,"Subluxacion de articulacion del tobillo izquierdo, contacto inicial"
6030697,12,H60.8X3,"Otros tipos de otitis externa, bilateral"
6030698,12,M25.731,"Osteofito, muñeca derecha"
6030699,12,S60.456A,"Cuerpo extraño superficial de dedo meñique derecho, contacto inicial"
6030700,12,S96.911A,"Distension de musculo y tendon no especificados a nivel de tobillo y pie, pie derecho, contacto inicial"
6030701,12,H11.212,"Adherencias y estrias conjuntivales (localizadas), ojo izquierdo "
6030702,12,W13.2XXA,"Caida desde, fuera de o por techo, contacto inicial"
6030703,12,S04.012A,"Traumatismo de nervio optico del ojo izquierdo, contacto inicial"
6030704,12,H40.821,"Glaucoma por hipersecrecion, ojo derecho "
6030705,12,S53.133A,"Subluxacion medial de articulacion humerocubital no especificada, contacto inicial"
6030706,12,V93.39XA,"Caida a bordo de embarcacion no especificada, contacto inicial"
6030707,12,C96.Z,"Otras neoplasias malignas especificadas de tejidos linfatico, hemopoyetico y relacionados"
6030708,12,H02.811,"Cuerpo extraño retenido en parpado, ojo derecho, parpado superior"
6030709,12,M86.679,"Otro tipo de osteomielitis cronica, tobillo y pie no especificados"
6030710,12,S32.011A,"Fractura por estallido estable de primera vertebra lumbar, contacto inicial por fractura cerrada"
6030711,12,T40.1X4A,"Envenenamiento por heroina, intencionalidad sin determinar, contacto inicial"
6030712,12,M91.42,"Coxa magna, cadera izquierda"
6030713,12,F19.220,"Dependencia de otra sustancia psicoactiva, con intoxicacion sin complicaciones"
6030714,12,S90.411A,"Abrasion de dedo gordo del pie derecho, contacto inicial"
6030715,12,S62.143D,"Fractura desplazada de cuerpo de hueso ganchoso [unciforme] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias"
6030716,12,M10.041,"Gota idiopatica, mano derecha"
6030717,12,M06.261,"Bursitis reumatoidea, rodilla derecha"
6030718,12,S46.001S,"Traumatismo no especificado de musculo(s) y tendon(es) de manguito de los rotadores del hombro derecho, secuela"
6030719,12,S72.062S,"Fractura articular desplazada de cabeza de femur izquierdo, secuela"
6030720,12,S92.492B,"Otra fractura de dedo gordo del pie izquierdo, contacto inicial por fractura abierta"
6030721,12,S42.491B,"Otro tipo de fractura desplazada de extremo inferior de humero derecho, contacto inicial por fractura abierta"
6030722,12,M12.562,"Artropatia traumatica, rodilla izquierda"
6030723,12,H53.139,"Perdida brusca de vision, ojo no especificado "
6030724,12,M12.512,"Artropatia traumatica, hombro izquierdo"
6030725,12,V41.9XXA,"Ocupante no especificado de coche lesionado en colision con vehiculo a pedales en un accidente de trafico, contacto inicial"
6030726,12,T85.734A,"Infeccion y reaccion inflamatoria debidas a neuroestimulador electronico implantado, generador, contacto inicial"
6030727,12,S76.829A,"Desgarro de otros musculos, fascias y tendones especificados a nivel de muslo no especificado, contacto inicial"
6030728,12,H40.10X4,"Glaucoma de angulo abierto no especificado, estadio indeterminado"
6030729,12,L03.112,Celulitis de axila izquierda
6030730,12,M89.49,"Otra osteoartropatia hipertrofica, localizaciones multiples"
6030731,12,T80.62XA,"Otras reacciones a suero por vacunacion, contacto inicial"
6030732,12,H16.422,"Pannus (corneal), ojo izquierdo "
6030733,12,M99.9,"Lesion biomecanica, no especificada"
6030734,12,T81.31XS,"Ruptura de herida operatoria (quirurgica) externa, no clasificada bajo otro concepto, secuela"
6030735,12,F52.8,Otras disfunciones sexuales no debidas a sustancia ni afeccion fisiologica conocida
6030736,12,M80.08XK,"Osteoporosis relacionada con la edad con fractura patologica actual, vertebra(-s), contacto sucesivo por fractura con fracaso de consolidacion"
6030737,12,N52.35,Disfuncion erectil tras radioterapia
6030738,12,I69.118,Otros sintomas y signos que afectan a las funciones cognitivas tras hemorragia intracerebral no traumatica
6030739,12,S99.109A,"Fractura fisaria no especificada de metatarso no especificado, contacto inicial por fractura cerrada"
6030740,12,M65.169,"Otras sinovitis y tenosinovitis infecciosas, rodilla no especificada"
6030741,12,Q98.7,Hombre con un mosaicismo cromosomico sexual
6030742,12,M50.020,"Trastorno de disco cervical con mielopatia, region mediocervical, nivel no especificado"
6030743,12,S52.272D,"Fractura de Monteggia de cubito izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias"
6030744,12,C91.42,"Leucemia de celulas peludas, en recidiva"
6030745,12,H16.051,"Ulcera corneal de Mooren, ojo derecho "
6030746,12,S91.009D,"Herida abierta no especificada de tobillo no especificado, contacto sucesivo"
6030747,12,M65.071,"Absceso de vaina tendinosa, tobillo y pie derechos"
6030748,12,O36.1130,"Atencion materna por sensibilizacion anti-A, tercer trimestre, no aplicable o no especificado"
6030749,12,S62.183D,"Fractura desplazada de trapezoide [multiangular menor] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias"
6030750,12,S68.126D,"Amputacion traumatica metacarpofalangica parcial de dedo meñique derecho, contacto sucesivo"
6030751,12,S68.112D,"Amputacion traumatica metacarpofalangica completa de dedo medio derecho, contacto sucesivo"
6030752,12,S66.022D,"Desgarro de musculo, fascia y tendon de flexor largo de pulgar izquierdo a nivel de muñeca y mano, contacto sucesivo"
6030753,12,O26.92,"Afecciones relacionadas con embarazo, no especificadas, segundo trimestre"
6030754,12,R10.819,"Dolor a la palpacion abdominal, localizacion no especificada"
6030755,12,S52.501S,"Fractura no especificada de extremo inferior de radio derecho, secuela"
6030756,12,S63.266D,"Luxacion de articulacion metacarpofalangica de dedo meñique derecho, contacto sucesivo"
6030757,12,S62.142D,"Fractura desplazada de cuerpo de hueso ganchoso [unciforme] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias"
6030758,12,O30.021,"Embarazo de gemelos unidos, primer trimestre"
6030759,12,O36.5912,"Atencion materna por otro tipo de crecimiento fetal insuficiente, conocido o sospechado, primer trimestre, feto 2"
6030760,12,M89.559,"Osteolisis, muslo no especificado"
6030761,12,S60.012D,"Contusion de pulgar izquierdo, sin daños en la uña, contacto sucesivo"
6030762,12,S56.011D,"Distension de musculo, fascia y tendon flexor de pulgar derecho a nivel de antebrazo, contacto sucesivo"
6030763,12,S22.029D,"Fractura no especificada de segunda vertebra dorsal, contacto sucesivo por fractura con curas rutinarias"
6030764,12,H02.70,Trastornos degenerativos no especificados de parpado y zona periocular
6030765,12,S60.011D,"Contusion de pulgar derecho, sin daños en la uña, contacto sucesivo"
6030766,12,S42.296D,"Otro tipo de fractura sin desplazamiento de extremo superior de humero no especificado, contacto sucesivo por fractura con curas rutinarias"
6030767,12,H26.231,"Manchas glaucomatosa (subcapsulares), ojo derecho "
6030768,12,S92.341D,"Fractura desplazada de cuarto metatarsiano del pie derecho, contacto sucesivo por fractura con curas rutinarias"
6030769,12,S52.311D,"Fractura en tallo verde de diafisis de radio, extremidad superior derecha, contacto sucesivo por fractura cerrada con curas rutinarias"
6030770,12,T42.0X4D,"Envenenamiento por derivados de hidantoina, intencionalidad sin determinar, contacto sucesivo"
6030771,12,M87.229,"Osteonecrosis por traumatismo previo, humero no especificado"
6030772,12,S82.499E,"Otra fractura de diafisis de perone no especificado, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias "
6030773,12,S43.026D,"Luxacion posterior de humero no especificado, contacto sucesivo"
6030774,12,S76.102D,"Traumatismo no especificado de musculo, tendon y fascia de cuadriceps izquierdo, contacto sucesivo"
6030775,12,S52.552D,"Otro tipo de fractura extraarticular de extremo inferior de radio izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias"
6030776,12,M24.232,"Trastorno de ligamento, muñeca izquierda"
6030777,12,M25.829,"Otros trastornos especificados de articulacion, codo no especificado"
6030778,12,Z57.4,Exposicion ocupacional a agentes toxicos en agricultura
6030779,12,S04.50XD,"Traumatismo de nervio facial, lado no especificado, contacto sucesivo"
6030780,12,M62.129,"Otros tipos de rotura de musculo (no traumatica), brazo no especificado"
6030781,12,T82.538D,"Fuga de otros dispositivos e implantes cardiacos y vasculares, contacto sucesivo"
6030782,12,M33.02,Dermatomiositis juvenil con miopatia
6030783,12,S54.20XD,"Traumatismo de nervio radial a nivel de antebrazo, brazo no especificado, contacto sucesivo"
6030784,12,S42.399D,"Otra fractura de diafisis de humero no especificado, contacto sucesivo por fractura con curas rutinarias"
6030785,12,S72.392D,"Otra fractura de diafisis de femur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias"
6030786,12,Q81.0,Epidermolisis ampollosa simple
6030787,12,S62.618D,"Fractura desplazada de falange proximal de otro dedo de la mano, contacto sucesivo por fractura con curas rutinarias"
6030788,12,T43.505D,"Efecto adverso de antipsicoticos y neurolepticos no especificados, contacto sucesivo"
6030789,12,S53.124D,"Luxacion posterior de articulacion humerocubital derecha, contacto sucesivo"
6030790,12,S76.211D,"Distension de musculo, fascia y tendon aductores de muslo derecho, contacto sucesivo"
6030791,12,T63.94XD,"Efecto toxico de contacto con animal venenoso no especificado, intencionalidad sin determinar, contacto sucesivo"
6030792,12,S72.8X2D,"Otra fractura de femur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias"
6030793,12,S63.275D,"Luxacion de articulacion interfalangica no especificada de dedo anular izquierdo, contacto sucesivo"
6030794,12,S92.241D,"Fractura desplazada de cuneiforme medial del pie derecho, contacto sucesivo por fractura con curas rutinarias"
6030795,12,M25.169,"Fistula, rodilla no especificada"
6030796,12,S42.432D,"Fractura desplazada (avulsion) de epicondilo de humero izquierdo, contacto sucesivo por fractura con curas rutinarias"
6030797,12,M71.869,"Otras bursopatias especificadas, rodilla no especificada"
6030798,12,S92.242D,"Fractura desplazada de cuneiforme medial del pie izquierdo, contacto sucesivo por fractura con curas rutinarias"
6030799,12,N94.19,Otro tipo de dispareunia
6030800,12,S60.942A,"Traumatismo superficial no especificado de dedo medio derecho, contacto inicial"
6030801,12,S63.413A,"Rotura traumatica de ligamento colateral de dedo medio izquierdo a nivel de articulaciones metacarpofalangica e interfalangica, contacto inicial"
6030802,12,M02.20,"Artropatia posinmunizacion, localizacion no especificada"
6030803,12,H81.393,"Otros tipos de vertigo periferico, bilateral"
6030804,12,S93.05XD,"Luxacion de articulacion del tobillo izquierdo, contacto sucesivo"
6030805,12,S68.529A,"Amputacion traumatica transfalangica parcial de pulgar no especificado, contacto inicial"
6030806,12,S36.439A,"Desgarro de parte no especificada de intestino delgado, contacto inicial"
6030807,12,M24.549,"Contractura, mano no especificada"
6030808,12,H71.00,"Colesteatoma del atico, oido no especificado"
6030809,12,T81.718D,"Complicacion de otra arteria despues de un procedimiento no clasificado bajo otro concepto, contacto sucesivo"
6030810,12,H11.059,"Pterigion ocular periferico, progresivo, ojo no especificado "
6030811,12,S39.012A,"Distension de musculo, fascia y tendon de parte inferior de la espalda, contacto inicial"
6030812,12,S93.619A,"Esguince de ligamento del tarso de pie no especificado, contacto inicial"
6030813,12,H93.291,"Otras percepciones auditivas anormales, oido derecho"
6030814,12,S62.325D,"Fractura desplazada de diafisis de cuarto metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias"
6030815,12,Y92.10,Residencia institucional no especificada como lugar del acontecimiento de la causa externa
6030816,12,S93.323D,"Subluxacion de articulacion tarsometatarsiana de pie no especificado, contacto sucesivo"
6030817,12,Z31.440,Contacto para estudio en el hombre sobre el estado de portador de enfermedad genetica con fines reproductivos
6030818,12,S06.5X3S,"Hemorragia subdural traumatica, con perdida de conciencia de 1 hora a 5 horas y 59 minutos, secuela"
6030819,12,S82.292B,"Otra fractura de diafisis de tibia izquierda, contacto inicial por fractura abierta tipo I, II o NEOM"
6030820,12,S52.023E,"Fractura desplazada de olecranon sin extension intraarticular de cubito no especificado, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias "
6030821,12,S72.91XK,"Fractura no especificada de femur derecho, contacto sucesivo por fractura cerrada con fracaso de consolidacion"
6030822,12,V00.818A,"Otros accidentes en silla de ruedas (electrica), contacto inicial"
6030823,12,S22.020B,"Fractura en cuña por compresion de segunda vertebra dorsal, contacto inicial por fractura abierta"
6030824,12,Q53.12,Testiculo ectopico perineal unilateral
6030825,12,H26.051,"Catarata polar subcapsular posterior infantil y juvenil, ojo derecho "
6030826,12,H00.021,"Orzuelo interno, ojo derecho, parpado superior"
6030827,12,S43.013D,"Subluxacion anterior de humero no especificado, contacto sucesivo"
6030828,12,S00.401A,"Traumatismo superficial no especificado del oido derecho, contacto inicial"
6030829,12,V83.7XXA,"Persona en exterior de vehiculo industrial especial lesionada en accidente no de trafico, contacto inicial"
6030830,12,S68.521A,"Amputacion traumatica transfalangica parcial de pulgar derecho, contacto inicial"
6030831,12,M76.42,"Bursitis colateral tibial [Pellegrini-Stieda], extremidad inferior izquierda"
6030832,12,S81.819D,"Desgarro sin cuerpo extraño de pierna no especificada, contacto sucesivo"
6030833,12,S42.352B,"Fractura conminuta desplazada de diafisis de humero del brazo izquierdo, contacto inicial por fractura abierta"
6030834,12,H21.1X2,"Otros trastornos vasculares de iris y cuerpo ciliar, ojo izquierdo "
6030835,12,S00.269A,"Picadura de insecto (no venenoso) en parpado y area periocular no especificados, contacto inicial"
6030836,12,S68.011D,"Amputacion traumatica metacarpofalangica completa de pulgar derecho, contacto sucesivo"
6030837,12,K56.49,Otros tipos de impactacion de intestino
6030838,12,S76.002A,"Traumatismo no especificado de musculo, fascia y tendon de cadera izquierda, contacto inicial"
6030839,12,T84.129A,"Desplazamiento de dispositivo de fijacion interna de hueso de extremidades no especificadas, contacto inicial"
6030840,12,H16.022,"Ulcera corneal en anillo, ojo izquierdo "
6030841,12,H34.8111,"Oclusion de vena central de la retina, ojo derecho , con neovascularizacion retiniana"
6030842,12,L02.03,Antrax en la cara
6030843,12,A69.29,Otras afecciones asociadas con enfermedad de Lyme
6030844,12,S12.290D,"Otro tipo de fractura desplazada de tercera vertebra cervical, contacto sucesivo por fractura con curas rutinarias"
6030845,12,F19.288,"Dependencia de otra sustancia psicoactiva, con otro trastorno inducido por sustancias psicoactivas"
6030846,12,S61.208D,"Herida abierta no especificada de otro dedo de mano, sin daños en la uña, contacto sucesivo"
6030847,12,S12.450D,"Otros tipos de espondilolistesis traumatica desplazada de quinta vertebra cervical, contacto sucesivo por fractura con curas rutinarias"
6030848,12,S43.021A,"Subluxacion posterior de humero derecho, contacto inicial"
6030849,12,S01.152D,"Mordedura abierta de parpado y area periocular izquierdos, contacto sucesivo"
6030850,12,S66.100A,"Traumatismo no especificado de musculo, fascia y tendon flexor de dedo indice derecho a nivel de muñeca y mano, contacto inicial"
6030851,12,S64.21XD,"Traumatismo de nervio radial a nivel de muñeca y mano, brazo derecho, contacto sucesivo"
6030852,12,S62.630D,"Fractura desplazada de falange distal de dedo indice derecho, contacto sucesivo por fractura con curas rutinarias"
6030853,12,S82.399A,"Otra fractura de extremo inferior de tibia no especificada, contacto inicial por fractura cerrada"
6030854,12,C91.91,"Leucemia linfoide, no especificada, en remision"
6030855,12,S20.219D,"Contusion de pared anterior no especificada del torax, contacto sucesivo"
6030856,12,O09.A3,"Supervision de embarazo con historia de embarazo molar, tercer trimestre"
6030857,12,V43.42XA,"Persona que sube o baja de coche lesionada en colision con otro tipo de coche, contacto inicial"
6030858,12,S43.121A,"Luxacion de articulacion acromioclavicular derecha, desplazamiento 100%-200%, contacto inicial"
6030859,12,S42.231D,"Fractura en 3 fragmentos del cuello quirurgico de humero derecho, contacto sucesivo por fractura con curas rutinarias"
6030860,12,E72.52,Trimetilaminuria
6030861,12,F14.182,"Abuso de cocaina, con trastorno del sueño inducido por cocaina"
6030862,12,T60.4X2A,"Efecto toxico de raticidas, autolesion intencionada, contacto inicial"
6030863,12,T24.002D,"Quemadura de grado no especificado de localizacion no especificado de extremidad inferior izquierda, excepto tobillo y pie, contacto sucesivo"
6030864,12,T54.3X4D,"Efecto toxico de alcalis corrosivos y sustancias similares a alcalis, intencionalidad sin determinar, contacto sucesivo"
6030865,12,S31.825A,"Mordedura abierta de la nalga izquierda, contacto inicial"
6030866,12,X10.2XXD,"Contacto con grasas y aceites de cocina, contacto sucesivo"
6030867,12,M1A.0620,"Gota idiopatica cronica, rodilla izquierda, sin tofos"
6030868,12,S89.319A,"Fractura fisaria de extremo inferior tipo I de Salter-Harris de perone no especificado, contacto inicial por fractura"
6030869,12,S83.242D,"Otro tipo de desgarro de menisco interno, lesion actual de rodilla izquierda, contacto sucesivo"
6030870,12,M23.004,"Menisco quistico interno, parte no especificada, rodilla izquierda"
6030871,12,S68.620A,"Amputacion traumatica transfalangica parcial de dedo indice derecho, contacto inicial"
6030872,12,S27.399A,"Otros traumatismos de pulmon, lateralidad no especificada, contacto inicial"
6030873,12,M84.362A,"Fractura por estres, tibia izquierda, contacto inicial por fractura"
6030874,12,O41.01X2,"Oligohidramnios, primer trimestre, feto 2"
6030875,12,S00.522A,"Ampolla (no termica) de cavidad oral, contacto inicial"
6030876,12,S86.909A,"Traumatismo no especificado de musculo(s) y tendon(es) no especificados a nivel de pierna, pierna no especificada, contacto inicial"
6030877,12,H40.1131,"Glaucoma primario de angulo abierto, bilateral, estadio leve"
6030878,12,M02.879,"Otras artropatias reactivas, tobillo y pie no especificado"
6030879,12,T79.1XXD,"Embolia grasa (traumatica), contacto sucesivo"
6030880,12,S82.001B,"Fractura no especificada de rotula derecha, contacto inicial por fractura abierta tipo I, II o NEOM"
6030881,12,S46.891A,"Otro traumatismo de otros musculos, fascias y tendones a nivel del hombro y brazo, lado derecho, contacto inicial"
6030882,12,S93.692D,"Otro tipo de esguince del pie izquierdo, contacto sucesivo"
6030883,12,T36.91XS,"Envenenamiento por antibioticos sistemicos no especificados, accidental (no intencionado), secuela"
6030884,12,H91.01,"Perdida de audicion por ototoxicidad, oido derecho"
6030885,12,S32.038D,"Otra fractura de tercera vertebra lumbar, contacto sucesivo por fractura con curas rutinarias"
6030886,12,T43.025A,"Efecto adverso de antidepresivos tetraciclicos, contacto inicial"
6030887,12,S52.021E,"Fractura desplazada de olecranon sin extension intraarticular de cubito derecho, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias "
6030888,12,S52.521A,"Fractura en rodete de extremo inferior de radio derecho, contacto inicial por fractura cerrada"
6030889,12,E11.620,Diabetes mellitus tipo 2 con dermatitis diabetica
6030890,12,S42.263D,"Fractura desplazada de tuberosidad menor de humero no especificado, contacto sucesivo por fractura con curas rutinarias"
6030891,12,H26.491,"Otros tipos de catarata secundaria, ojo derecho "
6030892,12,M25.672,"Rigidez, no clasificada bajo otro concepto, tobillo izquierdo"
6030893,12,S85.101A,"Traumatismo no especificado de arteria tibial no especificada de pierna derecha, contacto inicial"
6030894,12,M84.439S,"Fractura patologica, cubito y radio no especificados, secuela"
6030895,12,K80.47,"Calculo de conducto biliar con colecistitis aguda y cronica, con obstruccion"
6030896,12,M19.232,"Artrosis secundaria, muñeca izquierda"
6030897,12,E11.3523,"Diabetes mellitus tipo 2 con retinopatia diabetica proliferativa con desprendimiento de retina por traccion que afecta a la macula, bilateral"
6030898,12,M10.479,"Otros tipos de gota secundaria, tobillo y pie no especificados"
6030899,12,T17.820A,"Alimento en otras partes de vias respiratorias, que produce asfixia, contacto inicial"
6030900,12,H16.332,"Queratitis esclerosante, ojo izquierdo "
6030901,12,S52.209B,"Fractura no especificada de diafisis de cubito no especificado, contacto inicial por fractura abierta tipo I, II o NEOM"
6030902,12,S76.212A,"Distension de musculo, fascia y tendon aductores de muslo izquierdo, contacto inicial"
6030903,12,M22.10,"Subluxacion recidivante de rotula, rodilla no especificada"
6030904,12,H21.519,"Sinequias anteriores (de iris), ojo no especificado "
6030905,12,I80.02,Flebitis y tromboflebitis de vasos superficiales de extremidad inferior izquierda
6030906,12,S60.872A,"Otra mordedura superficial de muñeca izquierda, contacto inicial"
6030907,12,S72.462A,"Fractura supracondilea desplazada con extension intracondilea de extremo inferior de femur izquierdo, contacto inicial por fractura cerrada"
6030908,12,S62.024A,"Fractura sin desplazamiento de tercio medio de hueso escafoides [navicular] de muñeca derecha, contacto inicial por fractura cerrada"
6030909,12,S52.041D,"Fractura desplazada de apofisis coronoides de cubito derecho, contacto sucesivo por fractura cerrada con curas rutinarias"
6030910,12,S22.002A,"Fractura por estallido inestable de vertebra dorsal no especificada, contacto inicial por fractura cerrada"
6030911,12,W06.XXXD,"Caida desde cama, contacto sucesivo"
6030912,12,T18.8XXS,"Cuerpo extraño en otras partes de tubo digestivo, secuela"
6030913,12,G43.911,"Migraña, no especificada, intratable, con estatus migrañoso"
6030914,12,T86.22,Fracaso de trasplante cardiaco
6030915,12,M86.151,"Otro tipo de osteomielitis aguda, femur derecho"
6030916,12,S53.22XA,"Rotura traumatica de ligamento colateral radial izquierdo, contacto inicial"
6030917,12,P59.29,Ictericia neonatal por otro tipo de daño hepatocelular
6030918,12,C83.35,"Linfoma difuso de celulas B grandes, ganglios linfaticos de region inguinal y extremidad inferior"
6030919,12,T84.127A,"Desplazamiento de dispositivo de fijacion interna de hueso de parte inferior de la pierna izquierda, contacto inicial"
6030920,12,S82.202K,"Fractura no especificada de diafisis de tibia izquierda, contacto sucesivo por fractura cerrada con fracaso de consolidacion"
6030921,12,S52.502E,"Fractura no especificada de extremo inferior de radio izquierdo, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias "
